region,working_age,purchasegroup,chargeoffamt,chargeoffamt_present,judgment_active,acct_post_judgment,judgment_amount,judgment_amount_present,days_between_chargeoff_and_judgment,agency_ever,legal_ever,wage_garnishable_state,bank_account_found,FT_job_found,PT_job_found,verification_completed,contains_judgment_image,min_payment_within_5_years_of_chargeoff
southeast,1,Dormant Judgment,2285.89,1,1,1,2347.39,1,943.0,1,1,1,0,1,0,0,1,0
west,1,Dormant Judgment,1246.93,1,1,1,1487.93,1,1175.0,1,0,1,0,1,0,0,0,0
northeast,0,Dormant Judgment,1612.7,1,1,1,1768.7,1,2119.0,1,0,1,0,0,0,0,1,0
midwest,1,Dormant Judgment,514.82,1,1,1,624.82,1,454.0,1,0,1,0,0,0,0,1,0
midwest,1,Dormant Judgment,654.15,1,1,1,760.15,1,402.0,1,0,1,0,0,0,0,0,0
northeast,1,Dormant Judgment,5622.24,1,1,1,5823.24,1,417.0,1,0,1,0,0,0,0,0,0
west,1,Dormant Judgment,3890.22,1,1,1,3991.72,1,515.0,1,0,1,0,0,0,0,0,0
midwest,1,Dormant Judgment,3913.43,1,1,1,4099.86,1,325.0,0,1,1,0,1,0,1,1,0
southeast,1,Dormant Judgment,2771.94,1,1,1,3187.79,1,772.0,1,1,1,1,0,0,0,1,0
midwest,1,Dormant Judgment,2868.99,1,1,1,2995.99,1,1116.0,1,1,1,0,1,0,0,1,0
southeast,1,Dormant Judgment,2752.16,1,1,1,3110.16,1,1160.0,1,0,1,0,0,0,0,1,0
west,1,Dormant Judgment,6302.46,1,1,1,6517.46,1,816.0,1,0,1,0,0,0,0,1,0
southwest,1,Dormant Judgment,6123.59,1,1,1,6281.59,1,1235.0,1,0,1,0,0,0,0,1,0
southeast,1,Dormant Judgment,1111.54,1,1,1,1356.04,1,748.0,1,1,1,0,1,0,0,1,0
southeast,1,Dormant Judgment,5145.77,1,1,1,5500.77,1,1260.0,1,1,1,1,0,0,0,1,0
midwest,1,Dormant Judgment,3483.62,1,1,1,3639.62,1,858.0,1,0,1,0,0,0,0,1,0
west,1,Dormant Judgment,2869.59,1,1,1,3105.59,1,541.0,1,1,1,0,0,0,0,1,0
west,1,Dormant Judgment,1136.7,1,1,1,1402.7,1,416.0,1,0,1,0,0,0,0,1,0
midwest,1,Dormant Judgment,2956.2,1,0,1,3052.2,1,836.0,1,1,1,0,1,0,0,1,0
southwest,1,Dormant Judgment,2151.88,1,1,1,1435.41,1,1764.0,1,0,1,0,0,0,0,1,0
west,1,Dormant Judgment,13031.2,1,1,1,13458.2,1,747.0,1,1,1,0,0,1,0,1,0
southeast,1,Dormant Judgment,4824.24,1,1,1,5174.24,1,630.0,1,0,1,0,0,0,0,1,0
southeast,1,Dormant Judgment,19377.14,1,1,1,19743.14,1,1626.0,1,0,1,0,0,0,0,1,0
southeast,1,Dormant Judgment,923.65,1,1,1,1008.23,1,1265.0,1,0,1,0,0,0,0,1,0
southwest,1,Dormant Judgment,591.18,1,1,1,754.18,1,957.0,1,0,1,0,0,0,0,1,0
southeast,1,Dormant Judgment,1248.83,1,1,1,1442.62,1,822.0,1,0,1,0,0,0,0,1,0
southeast,1,Dormant Judgment,2142.52,1,1,1,2142.52,1,851.0,1,0,1,0,0,0,0,1,0
southeast,1,Dormant Judgment,2480.89,1,1,1,2616.89,1,1244.0,1,1,1,0,1,0,0,1,0
west,1,Dormant Judgment,1489.67,1,1,1,1690.67,1,851.0,1,0,1,0,0,0,0,1,0
northeast,1,Dormant Judgment,1279.11,1,1,1,1279.11,1,361.0,1,0,0,1,0,0,0,1,0
west,1,Dormant Judgment,1267.96,1,1,1,1558.96,1,668.0,1,0,1,0,0,0,0,1,0
southeast,1,Dormant Judgment,978.71,1,1,1,1156.71,1,924.0,1,0,1,0,0,0,0,1,0
west,1,Dormant Judgment,1704.44,1,1,1,1940.44,1,467.0,1,0,1,0,0,0,0,1,0
southwest,1,Dormant Judgment,1848.92,1,1,1,1848.92,1,904.0,1,0,0,0,0,0,0,1,0
southeast,1,Dormant Judgment,1396.33,1,1,1,1277.83,1,1021.0,1,0,1,0,0,0,0,1,0
southeast,1,Dormant Judgment,5682.13,1,1,1,6026.63,1,528.0,1,0,1,0,0,0,0,1,0
southeast,1,Dormant Judgment,1031.07,1,1,1,1362.07,1,1399.0,1,0,1,0,0,0,0,0,0
southeast,1,Dormant Judgment,830.94,1,1,1,898.94,1,427.0,1,0,1,0,0,0,0,0,0
southeast,1,Dormant Judgment,3637.49,1,1,1,3710.49,1,1320.0,1,1,1,1,0,0,0,1,0
southeast,1,Dormant Judgment,708.78,1,0,1,708.78,1,701.0,1,0,1,0,0,0,0,1,0
southeast,1,Dormant Judgment,2931.2,1,1,1,3235.7,1,552.0,1,0,1,0,0,0,0,1,0
southeast,1,Dormant Judgment,1016.58,1,1,1,983.58,1,1730.0,1,0,1,0,0,0,0,1,0
southeast,1,Dormant Judgment,1777.45,1,1,1,1978.95,1,1125.0,1,0,1,0,0,0,0,1,0
southeast,1,Dormant Judgment,5784.66,1,1,1,7348.89,1,1441.0,1,0,1,0,0,0,0,1,0
southeast,1,Dormant Judgment,1304.73,1,1,1,1254.73,1,1795.0,1,0,1,0,0,0,0,1,0
northeast,1,Dormant Judgment,4511.23,1,1,1,4698.45,1,562.0,1,1,1,0,1,0,0,1,1
southeast,1,Dormant Judgment,1200.7,1,1,1,1200.7,1,469.0,1,0,1,0,0,0,0,1,0
southeast,1,Dormant Judgment,1610.92,1,1,1,1610.92,1,901.0,1,1,1,0,1,0,0,1,0
southeast,1,Dormant Judgment,1292.39,1,1,1,1585.39,1,810.0,1,0,1,0,0,0,0,1,1
southeast,1,Dormant Judgment,2635.13,1,1,1,2995.03,1,1959.0,1,0,1,0,0,0,0,1,0
southeast,1,Dormant Judgment,1349.3,1,1,1,1443.3,1,1053.0,1,1,1,1,0,0,0,1,0
midwest,1,Dormant Judgment,892.67,1,1,1,892.67,1,374.0,1,0,1,0,0,0,0,0,0
midwest,1,Dormant Judgment,811.98,1,1,1,886.98,1,748.0,1,0,1,0,0,0,0,0,0
west,1,Dormant Judgment,6481.72,1,1,1,6594.63,1,1028.0,1,1,1,1,0,0,0,1,0
southeast,1,Dormant Judgment,3650.67,1,1,1,4105.67,1,1207.0,1,0,1,0,0,0,0,1,0
southeast,1,Dormant Judgment,696.49,1,1,1,926.49,1,1655.0,1,0,1,0,0,0,0,1,0
west,1,Dormant Judgment,1541.32,1,1,1,1777.32,1,1380.0,1,1,1,0,1,0,0,1,0
west,1,Dormant Judgment,16318.46,1,1,1,14868.49,1,1124.0,1,0,1,0,0,0,0,1,0
southeast,1,Dormant Judgment,1279.85,1,1,1,1354.85,1,964.0,1,0,1,0,0,0,0,1,0
northeast,1,Dormant Judgment,1653.91,1,1,1,1878.91,1,766.0,1,0,1,0,0,0,0,1,0
west,1,Dormant Judgment,1033.92,1,1,1,1248.92,1,859.0,1,0,1,0,0,0,0,1,0
midwest,1,Dormant Judgment,1338.67,1,1,1,1464.67,1,712.0,1,0,1,0,0,0,0,1,0
southeast,1,Dormant Judgment,2364.28,1,1,1,2470.28,1,943.0,1,1,1,0,1,0,0,1,1
west,1,Dormant Judgment,2013.89,1,1,1,2190.89,1,558.0,1,0,1,0,0,0,0,1,1
midwest,1,Dormant Judgment,3136.66,1,1,1,3290.66,1,1591.0,1,0,1,0,0,0,0,1,0
southwest,1,Dormant Judgment,11205.01,1,1,1,9373.28,1,1185.0,1,0,1,0,0,0,0,1,0
southwest,0,Dormant Judgment,1019.16,1,1,1,1143.16,1,782.0,1,0,0,0,0,0,0,1,0
southeast,1,Dormant Judgment,3443.52,1,1,1,2811.96,1,1506.0,1,0,1,0,0,0,0,1,0
southeast,1,Dormant Judgment,1647.85,1,1,1,1791.42,1,854.0,1,0,1,0,0,0,0,1,0
northeast,1,Dormant Judgment,7257.18,1,1,1,7257.18,1,455.0,1,1,1,0,0,0,1,0,0
midwest,1,Dormant Judgment,,0,0,1,1638.12,1,3957.0,1,0,1,0,0,0,1,0,0
midwest,1,Dormant Judgment,,0,0,1,1991.83,1,2680.0,0,1,1,0,0,0,1,0,0
midwest,1,Dormant Judgment,,0,1,1,4164.9,1,1991.0,0,1,1,0,0,0,1,1,0
northeast,1,Dormant Judgment,,0,1,1,6876.18,1,859.0,0,1,1,0,0,0,1,1,0
northeast,1,Dormant Judgment,,0,1,1,1693.52,1,731.0,1,1,1,0,1,0,1,0,0
northeast,1,Dormant Judgment,,0,1,1,5019.31,1,1157.0,1,0,1,0,0,0,0,0,0
northeast,1,Dormant Judgment,,0,1,1,14689.55,1,463.0,1,0,1,0,0,0,0,0,0
northeast,1,Dormant Judgment,,0,1,1,2640.16,1,434.0,1,0,1,0,0,0,0,0,0
northeast,1,Dormant Judgment,,0,1,1,8208.93,1,1538.0,1,0,1,0,0,0,0,1,0
northeast,1,Dormant Judgment,,0,1,1,6350.27,1,1895.0,1,0,1,0,0,0,0,1,0
northeast,1,Dormant Judgment,,0,1,1,9761.48,1,1518.0,1,0,1,0,0,0,0,1,0
northeast,1,Dormant Judgment,,0,1,1,958.08,1,1196.0,1,0,1,0,0,0,0,1,0
northeast,1,Dormant Judgment,,0,1,1,8450.12,1,1382.0,1,0,1,0,0,0,1,1,0
northeast,1,Dormant Judgment,,0,1,1,2796.97,1,556.0,1,0,1,0,0,0,0,1,0
northeast,1,Dormant Judgment,,0,1,1,4238.43,1,678.0,1,0,1,0,0,0,0,1,0
northeast,1,Dormant Judgment,,0,1,1,5817.09,1,1937.0,1,0,1,0,0,0,1,1,0
northeast,1,Dormant Judgment,,0,1,1,5928.55,1,183.0,1,0,1,0,1,0,1,1,0
northeast,1,Dormant Judgment,,0,1,1,5093.3,1,1258.0,1,0,1,0,0,0,1,1,0
northeast,1,Dormant Judgment,,0,1,1,3980.74,1,3379.0,0,1,1,0,0,1,0,1,0
northeast,1,Dormant Judgment,,0,1,1,1323.49,1,1271.0,1,0,1,0,0,0,0,0,0
northeast,1,Dormant Judgment,,0,1,1,4113.69,1,2046.0,1,0,1,0,0,0,0,1,0
northeast,1,Dormant Judgment,,0,1,1,7324.74,1,763.0,1,0,1,0,0,0,0,1,0
northeast,1,Dormant Judgment,,0,1,1,2784.66,1,12.0,1,0,1,0,0,0,0,0,0
northeast,1,Dormant Judgment,,0,1,1,2350.67,1,3.0,1,1,1,0,0,0,1,1,0
northeast,1,Dormant Judgment,,0,1,1,1084.73,1,28.0,1,0,1,0,0,0,0,0,0
northeast,1,Dormant Judgment,,0,1,1,14215.87,1,24.0,1,0,1,0,0,0,1,0,0
northeast,1,Dormant Judgment,,0,1,1,1726.67,1,25.0,1,0,1,0,0,0,1,0,0
northeast,1,Dormant Judgment,,0,1,1,1123.28,1,12.0,1,0,1,0,0,0,0,0,0
northeast,1,Dormant Judgment,,0,1,1,11225.3,1,1940.0,0,1,1,0,1,0,1,1,0
northeast,1,Dormant Judgment,,0,1,1,1754.12,1,2070.0,1,1,1,0,1,0,1,0,0
northeast,1,Dormant Judgment,,0,1,1,2143.25,1,1919.0,1,0,1,0,0,0,0,1,0
northeast,1,Dormant Judgment,,0,1,1,2234.0,1,705.0,1,0,1,0,0,0,0,1,0
northeast,1,Dormant Judgment,,0,1,1,4122.83,1,1667.0,1,0,1,0,0,0,1,1,0
northeast,1,Dormant Judgment,,0,1,1,9412.51,1,553.0,1,0,1,0,0,0,1,1,0
northeast,1,Dormant Judgment,,0,1,1,5393.19,1,654.0,1,0,1,0,0,0,0,1,0
northeast,1,Dormant Judgment,,0,1,1,1980.3,1,402.0,1,0,1,0,0,0,0,1,0
northeast,1,Dormant Judgment,,0,1,1,2143.07,1,794.0,1,0,1,0,0,1,1,1,0
northeast,1,Dormant Judgment,,0,1,1,1584.92,1,882.0,1,0,1,0,0,0,1,1,0
northeast,1,Dormant Judgment,,0,1,1,3899.23,1,915.0,1,0,1,0,0,0,0,1,0
northeast,1,Dormant Judgment,,0,1,1,5859.4,1,1103.0,1,1,1,0,0,0,1,1,0
northeast,1,Dormant Judgment,,0,1,1,1770.26,1,601.0,0,1,1,0,0,0,1,1,0
northeast,1,Dormant Judgment,,0,1,1,2945.47,1,1302.0,1,0,1,0,0,0,0,1,0
northeast,1,Dormant Judgment,,0,1,1,8584.69,1,1039.0,1,0,1,0,0,0,1,1,0
northeast,1,Dormant Judgment,,0,1,1,3495.52,1,1180.0,1,0,1,0,0,0,1,1,0
northeast,1,Dormant Judgment,,0,1,1,2971.51,1,981.0,1,0,1,0,0,0,0,0,0
northeast,1,Dormant Judgment,,0,1,1,1502.22,1,1513.0,1,0,1,0,0,0,0,1,0
northeast,1,Dormant Judgment,,0,1,1,1806.83,1,1837.0,1,0,1,0,0,0,1,1,0
northeast,1,Dormant Judgment,,0,1,1,14415.75,1,1548.0,1,0,1,0,0,0,0,1,0
northeast,1,Dormant Judgment,,0,1,1,2670.26,1,2029.0,1,0,1,0,0,0,0,1,0
southeast,1,Dormant Judgment,1361.05,1,1,1,1742.52,1,518.0,1,1,1,0,1,0,1,1,0
west,1,Dormant Judgment,,0,0,1,10304.22,1,1524.0,1,1,1,0,0,0,0,1,0
northeast,1,Dormant Judgment,,0,1,1,2339.13,1,1226.0,1,1,1,1,1,0,0,1,0
southwest,1,Dormant Judgment,1213.1,1,0,1,1493.1,1,1476.0,1,0,0,0,0,0,1,1,0
northeast,1,Dormant Judgment,,0,1,1,1638.74,1,891.0,1,1,0,0,0,0,0,1,1
midwest,1,Dormant Judgment,,0,0,1,1004.65,1,1023.0,1,0,1,0,0,0,1,1,0
southeast,1,Dormant Judgment,5380.54,1,0,1,5584.63,1,161.0,1,1,1,0,0,1,1,1,0
southwest,0,Dormant Judgment,3729.15,1,0,1,4691.44,1,365.0,1,0,0,0,0,0,1,1,0
southeast,1,Dormant Judgment,,0,0,1,13490.49,1,848.0,1,1,1,0,1,0,0,1,0
northeast,1,Dormant Judgment,,0,1,1,3350.35,1,1434.0,1,0,1,0,0,1,0,1,0
southwest,1,Dormant Judgment,10838.95,1,0,1,13767.69,1,692.0,1,1,0,1,0,0,1,1,0
west,1,Dormant Judgment,3635.75,1,1,1,11952.55,1,4556.0,1,1,1,0,1,0,1,1,0
southeast,1,Dormant Judgment,,0,0,1,1699.7,1,411.0,1,1,1,0,1,0,0,1,0
west,1,Dormant Judgment,3093.41,1,0,1,4518.36,1,1435.0,1,1,1,0,0,0,0,1,0
west,1,Dormant Judgment,10175.86,1,1,1,44522.11,1,4181.0,1,1,1,0,0,0,1,0,0
southeast,1,Dormant Judgment,,0,1,1,944.18,1,2269.0,1,1,1,0,0,0,1,1,0
southwest,1,Dormant Judgment,1933.4,1,0,1,2807.71,1,1164.0,1,0,0,0,0,0,0,1,0
southwest,1,Dormant Judgment,2170.85,1,0,1,3033.74,1,395.0,1,1,1,0,1,0,0,1,0
northeast,1,Dormant Judgment,,0,1,1,7767.41,1,1289.0,1,1,1,1,0,0,0,1,0
southeast,1,Dormant Judgment,1084.05,1,0,1,1226.01,1,198.0,1,1,1,0,1,0,0,1,0
southwest,1,Dormant Judgment,,0,0,0,2727.17,1,1069.0,1,1,0,0,0,0,1,1,0
southwest,1,Dormant Judgment,1836.48,1,1,1,2016.48,1,1127.0,1,1,0,0,0,0,0,1,0
southeast,1,Dormant Judgment,,0,1,1,3200.14,1,1653.0,1,1,1,1,0,0,1,1,0
southeast,1,Dormant Judgment,1490.67,1,1,1,1602.0,1,484.0,1,1,1,0,0,0,1,1,0
southwest,1,Dormant Judgment,532.89,1,1,1,655.89,1,968.0,1,0,0,0,0,0,0,1,0
southwest,0,Dormant Judgment,662.17,1,1,1,785.17,1,1066.0,1,0,0,0,0,0,0,0,0
southwest,1,Dormant Judgment,547.03,1,1,1,690.03,1,782.0,1,0,0,0,0,0,0,0,0
southwest,1,Dormant Judgment,1323.9,1,1,1,917.34,1,771.0,1,1,0,0,0,0,0,1,0
midwest,1,Dormant Judgment,1154.52,1,0,1,,0,1784.0,0,0,1,0,0,0,0,1,0
southwest,1,Dormant Judgment,696.54,1,1,1,,0,941.0,1,0,0,0,0,0,0,1,0
southwest,1,Dormant Judgment,12388.49,1,1,1,7855.33,1,1116.0,1,0,0,0,0,0,0,1,0
southwest,1,Dormant Judgment,923.01,1,1,1,1046.01,1,1263.0,1,0,0,0,0,0,1,1,0
southwest,1,Dormant Judgment,1295.53,1,1,1,1418.53,1,908.0,1,0,0,0,0,0,0,1,0
southwest,1,Dormant Judgment,3516.48,1,1,1,3777.18,1,858.0,1,1,1,0,1,0,1,1,1
midwest,1,Dormant Judgment,1619.73,1,1,1,1780.68,1,1588.0,1,1,1,0,0,0,1,1,0
southwest,1,Dormant Judgment,749.61,1,1,1,875.61,1,727.0,1,0,0,0,0,0,0,1,0
southwest,1,Dormant Judgment,3256.21,1,1,1,3388.54,1,529.0,1,0,0,0,0,0,0,1,0
southeast,1,Dormant Judgment,1185.93,1,1,1,1384.42,1,379.0,1,0,1,0,0,0,0,1,0
southeast,0,Dormant Judgment,971.2,1,1,1,575.2,1,1045.0,1,0,1,0,0,0,0,1,0
southwest,1,Dormant Judgment,16101.0,1,1,1,12046.41,1,1283.0,1,1,1,0,0,0,1,1,0
southeast,1,Dormant Judgment,1648.21,1,1,1,1948.21,1,1334.0,1,0,1,0,0,0,0,0,0
southwest,1,Dormant Judgment,2556.76,1,1,1,2937.76,1,560.0,1,0,0,0,0,0,0,1,0
southwest,1,Dormant Judgment,1713.37,1,1,1,2009.37,1,595.0,1,0,0,0,0,0,0,1,0
northeast,1,Dormant Judgment,1102.93,1,1,1,1446.28,1,2205.0,1,1,1,0,1,0,0,1,0
west,1,Dormant Judgment,3657.84,1,0,1,5913.65,1,1120.0,1,1,1,0,0,0,0,1,0
southwest,1,Dormant Judgment,,0,0,1,2530.47,1,1123.0,1,1,0,0,0,0,0,1,0
northeast,1,Dormant Judgment,,0,1,1,6058.34,1,1087.0,1,1,1,1,0,0,0,1,0
southeast,1,Dormant Judgment,,0,1,1,3279.12,1,1226.0,1,0,1,0,0,0,1,1,0
southeast,1,Dormant Judgment,,0,1,1,7657.05,1,2064.0,1,1,1,0,0,0,1,1,0
northeast,1,Dormant Judgment,,0,1,1,2056.93,1,1837.0,1,1,1,0,1,0,0,0,0
southeast,1,Dormant Judgment,,0,1,1,7453.68,1,346.0,1,0,1,0,0,0,1,1,0
west,1,Dormant Judgment,,0,0,1,2980.94,1,1429.0,1,1,1,0,1,0,1,0,0
southeast,1,Dormant Judgment,,0,1,1,2875.88,1,1715.0,1,1,1,0,1,0,0,1,0
northeast,1,Dormant Judgment,,0,1,1,2117.28,1,567.0,1,1,1,0,0,0,1,0,0
midwest,1,Dormant Judgment,,0,0,1,2742.93,1,1370.0,1,1,1,0,0,0,0,0,0
southeast,1,Dormant Judgment,,0,1,1,2198.46,1,680.0,1,1,1,0,0,0,0,1,0
southeast,1,Dormant Judgment,,0,0,1,1535.0,1,529.0,1,1,1,0,1,0,1,1,0
northeast,1,Dormant Judgment,,0,1,1,1687.55,1,1995.0,1,1,1,1,1,0,1,1,0
northeast,1,Dormant Judgment,,0,1,1,1476.79,1,712.0,1,0,1,0,0,0,0,0,0
northeast,1,Dormant Judgment,,0,0,1,1506.52,1,625.0,1,1,1,0,1,0,0,0,0
midwest,1,Dormant Judgment,,0,0,1,845.31,1,374.0,1,1,1,0,0,0,0,1,0
northeast,1,Dormant Judgment,2096.16,1,1,1,2287.31,1,1101.0,1,1,0,0,0,0,1,0,0
northeast,1,Dormant Judgment,9069.43,1,1,1,9241.13,1,424.0,1,1,0,1,0,0,1,0,0
northeast,1,Dormant Judgment,,0,1,1,2516.36,1,1461.0,1,1,1,0,0,0,1,1,0
southeast,1,Dormant Judgment,,0,1,1,2252.74,1,1545.0,1,1,1,0,0,0,1,1,0
southeast,1,Dormant Judgment,,0,1,1,2937.35,1,1194.0,1,1,1,0,1,0,0,1,0
southwest,1,Dormant Judgment,1774.69,1,1,1,2606.6,1,1258.0,1,1,0,1,0,0,1,1,0
southwest,1,Dormant Judgment,,0,0,1,3374.3,1,1326.0,1,0,0,0,0,0,0,1,0
midwest,1,Dormant Judgment,989.28,1,0,1,1418.7,1,1961.0,1,1,1,0,0,0,0,1,0
northeast,1,Dormant Judgment,843.07,1,1,1,1004.25,1,1500.0,1,1,1,1,1,0,1,0,0
west,1,Dormant Judgment,1847.65,1,0,1,2878.37,1,1222.0,1,1,1,0,1,0,0,0,0
west,1,Dormant Judgment,3041.31,1,0,1,3364.31,1,657.0,1,1,1,0,0,0,1,0,0
northeast,1,Dormant Judgment,1712.91,1,0,1,1805.25,1,842.0,1,1,1,0,1,0,1,1,0
west,1,Dormant Judgment,,0,0,1,3206.32,1,1459.0,1,1,1,0,1,0,0,1,0
northeast,1,Dormant Judgment,,0,1,1,1245.78,1,1478.0,1,1,1,0,1,0,0,1,0
southwest,1,Dormant Judgment,5662.5,1,0,1,8724.5,1,936.0,1,0,0,0,0,0,1,1,0
southeast,1,Dormant Judgment,3863.78,1,1,1,4485.3,1,1487.0,1,1,1,0,1,0,1,1,0
northeast,1,Dormant Judgment,2506.1,1,1,1,3960.41,1,2028.0,1,0,1,0,0,0,1,1,0
southeast,1,Dormant Judgment,2368.11,1,1,1,2331.54,1,190.0,1,1,1,0,1,0,1,1,0
southeast,1,Dormant Judgment,6247.28,1,1,1,7750.83,1,337.0,1,1,1,0,0,1,1,0,0
midwest,1,Dormant Judgment,,0,0,1,8319.26,1,711.0,1,0,1,0,0,0,1,1,0
northeast,1,Dormant Judgment,,0,1,1,955.33,1,1759.0,1,1,1,1,0,0,1,1,0
midwest,1,Dormant Judgment,,0,0,0,1964.4,1,1492.0,1,1,1,1,0,0,1,1,0
west,1,Dormant Judgment,,0,1,1,17789.31,1,4125.0,1,1,1,1,0,0,1,1,1
midwest,1,Dormant Judgment,,0,0,1,4555.97,1,716.0,1,1,1,0,1,0,1,1,0
west,1,Dormant Judgment,,0,1,1,3421.0,1,1415.0,0,1,1,1,0,0,1,1,0
midwest,1,Dormant Judgment,,0,1,1,2093.09,1,1067.0,1,1,1,0,0,1,0,0,1
midwest,1,Dormant Judgment,,0,1,1,1737.0,1,1216.0,1,0,1,0,0,0,1,0,0
midwest,1,Dormant Judgment,,0,1,1,1473.0,1,1338.0,1,1,1,0,1,0,1,0,0
southeast,1,Dormant Judgment,2004.96,1,1,1,2619.97,1,1002.0,1,1,1,0,1,0,0,1,0
southeast,1,Dormant Judgment,5323.82,1,1,1,7374.8,1,1087.0,1,1,1,0,1,0,0,1,0
northeast,1,Dormant Judgment,,0,1,1,1190.52,1,1422.0,1,1,1,1,0,0,1,1,0
southwest,1,Dormant Judgment,2508.51,1,0,1,4020.21,1,1579.0,1,1,0,1,0,0,1,1,0
southwest,1,Dormant Judgment,2969.75,1,0,1,3985.77,1,1284.0,1,1,0,0,0,0,1,1,0
midwest,1,Dormant Judgment,3062.48,1,0,1,5517.13,1,908.0,1,1,1,0,1,0,0,1,0
northeast,1,Dormant Judgment,,0,1,1,3705.64,1,640.0,1,1,1,0,0,0,1,1,0
midwest,1,Dormant Judgment,,0,0,1,2855.63,1,980.0,1,1,1,0,1,0,1,0,0
west,1,Dormant Judgment,1583.07,1,0,1,2904.49,1,936.0,1,1,1,0,0,0,0,1,0
southeast,1,Dormant Judgment,,0,1,1,2509.98,1,573.0,1,1,1,0,0,1,1,1,0
northeast,1,Dormant Judgment,949.21,1,1,1,1256.12,1,69.0,1,1,1,0,1,0,1,1,0
west,1,Dormant Judgment,5926.09,1,1,1,17608.04,1,4576.0,1,1,1,0,0,0,1,0,0
west,1,Dormant Judgment,3416.16,1,1,1,8980.92,1,4196.0,1,1,1,0,0,0,1,0,0
midwest,1,Dormant Judgment,1765.4,1,0,1,1892.51,1,687.0,1,1,1,1,0,1,0,1,0
northeast,1,Dormant Judgment,,0,1,1,1785.93,1,883.0,1,1,1,1,0,0,1,1,0
west,1,Dormant Judgment,,0,0,1,2937.37,1,1098.0,1,1,1,1,1,0,1,1,0
midwest,1,Dormant Judgment,694.28,1,0,1,1062.04,1,847.0,1,1,1,0,1,0,1,1,0
west,1,Dormant Judgment,2686.03,1,0,1,3357.21,1,566.0,1,1,1,0,1,0,1,1,0
midwest,1,Dormant Judgment,2123.4,1,1,1,2487.01,1,552.0,1,1,1,1,0,0,1,0,0
west,1,Dormant Judgment,,0,0,1,4982.36,1,730.0,1,1,1,0,1,0,1,1,0
midwest,1,Dormant Judgment,,0,0,1,2262.8,1,2103.0,1,1,1,1,1,0,1,1,0
northeast,1,Dormant Judgment,1970.43,1,1,1,3047.86,1,1962.0,1,1,1,0,0,0,1,1,0
southwest,1,Dormant Judgment,4098.49,1,0,1,4598.49,1,1272.0,1,1,0,0,0,0,1,1,0
southwest,1,Dormant Judgment,2879.37,1,0,1,3615.8,1,1426.0,1,1,0,1,0,0,1,1,0
west,1,Dormant Judgment,3032.6,1,0,1,2861.6,1,1428.0,1,1,1,1,0,0,1,1,0
southeast,1,Dormant Judgment,,0,0,1,1794.58,1,1059.0,1,1,1,0,1,0,1,1,0
southwest,1,Dormant Judgment,,0,0,1,6284.02,1,520.0,1,1,0,1,0,0,1,1,0
west,1,Suit,1029.77,1,0,1,,0,,0,1,1,0,0,0,0,0,1
midwest,1,Suit,1120.22,1,0,1,1475.51,1,738.0,0,1,1,0,0,0,1,1,1
midwest,1,Suit,2115.86,1,0,0,,0,,0,1,1,0,0,0,0,0,1
midwest,1,Suit,1602.34,1,0,1,,0,,0,1,1,0,0,0,0,0,1
west,1,Dormant Judgment,596.27,1,0,1,936.27,1,440.0,1,1,1,0,1,0,1,1,1
northeast,1,Dormant Judgment,1556.43,1,0,0,1831.92,1,684.0,1,0,0,0,0,0,1,1,0
midwest,1,Suit,12007.54,1,0,0,,0,,0,1,1,0,0,0,0,0,1
west,1,Dormant Judgment,5198.68,1,0,1,6398.58,1,444.0,1,1,1,0,1,0,0,1,0
southeast,1,Dormant Judgment,,0,1,1,1836.35,1,1108.0,0,1,1,0,1,0,1,1,0
west,1,Dormant Judgment,2915.56,1,0,1,3907.56,1,1213.0,1,1,1,1,1,0,1,1,0
midwest,1,Suit,2021.46,1,0,0,,0,,1,0,1,0,0,0,0,0,0
southeast,1,Suit,2038.0,1,0,0,,0,,1,0,1,0,0,0,0,0,0
southwest,1,Suit,1755.0,1,0,0,,0,,1,0,1,0,0,0,0,0,0
midwest,1,Suit,406.0,1,0,0,,0,,1,0,1,0,0,0,0,0,0
midwest,1,Suit,120.0,1,0,0,,0,,1,0,1,0,0,0,0,0,0
southeast,1,Suit,480.0,1,0,0,,0,,1,0,1,0,0,0,0,0,1
midwest,1,Suit,406.0,1,0,0,,0,,1,0,1,0,0,0,0,0,0
midwest,1,Suit,480.0,1,0,0,,0,,1,0,1,0,0,0,0,0,0
midwest,1,Suit,1053.0,1,0,0,,0,,1,0,1,0,0,0,0,0,1
southwest,1,Suit,350.0,1,0,0,,0,,1,0,0,0,0,0,0,0,0
midwest,1,Suit,1100.0,1,0,0,,0,,1,0,1,0,0,0,0,0,0
midwest,1,Suit,476.0,1,0,0,,0,,1,0,1,0,0,0,0,0,0
southwest,1,Suit,426.0,1,0,0,,0,,1,0,1,0,0,0,0,0,0
northeast,1,Dormant Judgment,702.26,1,1,1,785.26,1,182.0,1,0,0,0,0,0,1,1,0
midwest,1,Suit,1061.0,1,0,0,,0,,1,0,1,0,0,0,0,0,1
southwest,1,Suit,426.0,1,0,0,,0,,1,0,1,0,0,0,0,0,0
southwest,1,Suit,426.0,1,0,0,,0,,1,0,1,0,0,0,0,0,0
midwest,1,Suit,476.0,1,0,0,,0,,1,0,1,0,0,0,0,0,0
southwest,1,Suit,350.0,1,0,0,,0,,1,0,0,0,0,0,0,0,0
