region,working_age,purchasegroup,chargeoffamt,chargeoffamt_present,judgment_active,acct_post_judgment,judgment_amount,judgment_amount_present,days_between_chargeoff_and_judgment,agency_ever,legal_ever,wage_garnishable_state,bank_account_found,FT_job_found,PT_job_found,verification_completed,contains_judgment_image,days_between_chargeoff_and_min_pay_date,days_between_judgment_and_min_pay_date,avg_days_between_payments,avg_monthly_payment(duration>=365days),avg_pay_to_chargeoff_ratio,avg_pay_to_judgment_ratio,closed_w_max_pmt_within_5_yrs_of_min_pmt
southeast,1,Dormant Judgment,1174.18,1,1,1,1438.31,1,1349.0,1,1,1,0,0,0,1,1,60.0,-1289.0,0.0,,0.029808036246572075,0.024334114342526993,0
northeast,1,Dormant Judgment,11135.5,1,0,0,,0,,1,0,1,0,0,0,0,0,96.0,,30.1667,103.9705132,0.009256764734407974,,0
northeast,1,Dormant Judgment,8123.21,1,1,1,8985.17,1,448.0,1,1,1,0,0,0,1,0,1860.0,1412.0,55.4138,230.9085591,0.05178435278664469,0.046816606964587205,1
northeast,1,Dormant Judgment,2988.22,1,0,1,3136.13,1,440.0,1,1,1,0,1,0,0,0,1600.0,1160.0,63.4667,51.67323841,0.036076549484308384,0.03437506311919467,0
northeast,1,Dormant Judgment,3107.32,1,0,1,2537.34,1,698.0,1,1,1,0,1,0,1,1,189.0,-509.0,632.9167,12.02093207,0.08045518324472535,0.09852838011460821,0
west,1,Dormant Judgment,20424.14,1,1,1,21034.14,1,1151.0,1,1,1,1,0,0,1,1,1345.0,194.0,11.1429,192.6681077,0.0034547070696734354,0.0033545189320789916,0
northeast,1,Dormant Judgment,3869.01,1,1,1,4018.39,1,1012.0,1,0,1,0,1,0,1,0,1995.0,983.0,60.25,254.2018839,0.13032694410197956,0.12548215827732,1
midwest,1,Dormant Judgment,1118.61,1,1,1,1327.61,1,1908.0,1,1,1,0,1,0,1,0,2757.0,849.0,0.0,,1.215794602229553,1.0243972250886932,1
midwest,1,Dormant Judgment,1573.41,1,0,1,2658.49,1,797.0,1,1,1,0,1,0,1,1,3187.0,2390.0,55.1667,,0.3392313510146751,0.20077186673638045,1
southeast,1,Dormant Judgment,8357.14,1,0,1,5977.81,1,2339.0,1,1,1,1,0,0,1,1,2312.0,-27.0,194.25,59.43122748,0.045414609543456254,0.06349085200098363,0
west,1,Dormant Judgment,7599.43,1,0,1,9546.16,1,740.0,1,1,1,0,0,0,1,1,1574.0,834.0,0.0,,0.001050078755906693,0.0008359382201848702,0
west,1,Dormant Judgment,2978.1,1,1,1,7048.31,1,3819.0,1,1,1,1,0,1,1,1,1371.0,-2448.0,199.6875,82.3177998,0.18140089318693128,0.07664674226871405,0
west,1,Dormant Judgment,1543.98,1,0,0,2235.1,1,733.0,1,0,1,0,1,0,1,1,3570.0,2837.0,28.25,181.6582364,0.10936292354823249,0.07554658256901257,1
southeast,1,Dormant Judgment,1096.21,1,0,0,1210.04,1,716.0,1,0,1,0,0,0,1,1,4504.0,3788.0,0.0,,0.9974092555258571,0.9035816997785197,1
southeast,1,Dormant Judgment,300.0,1,1,1,479.0,1,71.0,1,1,1,0,0,0,1,1,141.0,70.0,1044.5,7.327452895,0.8385833333333333,0.5252087682672234,0
southeast,1,Dormant Judgment,1320.0,1,1,1,1327.85,1,103.0,1,1,1,0,0,0,1,1,119.0,16.0,25.6,,0.019318181818181818,0.019203976352750687,0
southeast,1,Dormant Judgment,900.0,1,1,1,969.6,1,82.0,1,1,1,0,1,0,1,1,120.0,38.0,389.8333,20.14331066,0.28678148144444443,0.2661956820338284,0
southeast,1,Dormant Judgment,360.0,1,1,1,469.0,1,1638.0,1,1,1,0,0,0,1,1,1741.0,103.0,39.6667,,0.033555555555555554,0.025756929637526654,0
southeast,1,Dormant Judgment,300.0,1,1,1,486.0,1,2760.0,1,1,1,0,0,0,0,0,170.0,-2590.0,728.25,7.393872189,0.5899,0.3641358024691358,0
southeast,1,Dormant Judgment,744.0,1,1,1,870.0,1,149.0,0,1,1,0,1,0,1,1,550.0,401.0,174.75,48.92965157,0.378125,0.3233620689655172,1
northeast,1,Dormant Judgment,,0,1,1,3007.59,1,1288.0,1,0,0,0,0,0,1,1,1326.0,38.0,29.4118,46.17189621,,0.014864353967794813,0
west,1,Dormant Judgment,2621.89,1,0,1,3217.46,1,28.0,1,1,1,0,1,0,1,1,2129.0,2101.0,0.0,,0.5721063812745768,0.4662062620825123,1
southeast,1,Dormant Judgment,7372.74,1,0,0,8338.53,1,152.0,1,0,1,0,0,0,1,1,7131.0,6979.0,29.3846,580.1308094,0.0761641481321734,0.06734262052184257,1
northeast,1,Dormant Judgment,1830.39,1,1,1,1617.71,1,1156.0,1,1,1,0,1,0,1,0,2722.0,1566.0,13.2222,,0.07047314140702254,0.07973823077065728,1
southeast,1,Dormant Judgment,,0,1,1,3021.52,1,1398.0,1,1,1,0,0,0,1,1,1710.0,312.0,60.2857,20.14742317,,0.013238370091874289,0
northeast,1,Dormant Judgment,,0,1,1,1803.53,1,799.0,1,0,1,0,0,0,0,0,1779.0,980.0,0.0,,,0.6653618182120619,0
southeast,1,Dormant Judgment,,0,1,1,3640.26,1,1558.0,1,1,1,0,1,0,0,1,2214.0,656.0,96.7,69.84631193,,0.06102174020536994,0
midwest,1,Dormant Judgment,,0,1,1,1965.89,1,654.0,1,1,1,0,0,0,1,0,1730.0,1076.0,17.6667,,,0.05226131675729567,0
southeast,0,Dormant Judgment,,0,1,1,9888.37,1,900.0,1,1,1,0,0,0,0,0,1154.0,254.0,0.0,,,0.010112890193226993,0
midwest,1,Dormant Judgment,,0,1,1,5410.1,1,736.0,1,1,1,1,0,0,1,1,1848.0,1112.0,0.0,,,0.00799677147002828,0
midwest,1,Dormant Judgment,,0,1,1,5701.31,1,1644.0,1,0,1,0,0,0,1,1,3115.0,1471.0,15.75,185.5914634,,0.016865219774051927,0
northeast,1,Dormant Judgment,,0,1,1,10799.61,1,2026.0,1,0,1,0,0,1,1,1,836.0,-1190.0,30.375,,,0.009259593633473801,0
northeast,1,Dormant Judgment,,0,1,1,1052.98,1,1964.0,1,1,1,0,1,0,1,1,5008.0,3044.0,26.5,,,0.2323904537598055,1
southwest,1,Dormant Judgment,,0,0,1,2275.09,1,1365.0,1,1,0,1,0,0,1,1,3621.0,2256.0,27.0,,,0.1464620935435521,1
midwest,1,Dormant Judgment,2075.07,1,0,1,2075.07,1,484.0,1,1,1,0,1,0,1,1,3568.0,3084.0,23.9444,218.1748115,0.08290510146645655,0.08290510146645655,1
midwest,1,Dormant Judgment,1077.29,1,0,1,1375.03,1,1757.0,1,1,1,0,1,0,1,1,2787.0,1030.0,11.6667,,0.22924962944054064,0.17960941455822782,1
southwest,1,Dormant Judgment,362.54,1,1,1,1114.9,1,1166.0,1,1,1,0,1,0,1,1,2048.0,882.0,0.0,,3.7217686324267665,1.210234101713158,1
northeast,1,Dormant Judgment,235.32,1,1,1,501.54,1,985.0,1,0,1,0,0,0,1,1,1980.0,995.0,0.0,,1.4919258881523032,0.700003987717829,1
southeast,1,Dormant Judgment,3041.29,1,0,1,5037.57,1,1161.0,1,1,1,0,1,0,1,1,7470.0,6309.0,0.0,,1.6440392070470098,0.9925420391180669,1
southwest,1,Dormant Judgment,,0,0,1,1347.17,1,1312.0,0,1,0,0,0,0,1,1,2971.0,1659.0,0.0,,,0.7422968148043676,1
midwest,1,Suit,1368.58,1,0,0,,0,,0,1,1,0,0,0,0,0,263.0,,64.0,,0.25,,1
midwest,1,Suit,1562.84,1,0,0,,0,,0,1,1,0,0,0,0,0,229.0,,51.3333,,0.16666666664533797,,1
midwest,1,Suit,963.88,1,0,0,,0,,0,1,1,0,0,0,0,0,251.0,,7.6667,,0.33333333329875087,,1
midwest,1,Suit,862.81,1,0,1,980.93,1,469.0,0,1,1,0,0,0,0,1,300.0,-169.0,91.5,93.51706049,0.3267231487813076,0.2873803431437513,1
midwest,1,Suit,702.63,1,1,1,893.87,1,447.0,0,1,1,1,0,0,1,1,613.0,166.0,0.0,,1.3335895136843003,1.0482732388378624,1
midwest,1,Suit,831.85,1,0,1,1050.85,1,488.0,0,1,1,1,0,0,1,1,335.0,-153.0,189.0,96.12390082,0.7194386007092625,0.5695056382928106,1
midwest,1,Suit,1014.76,1,0,1,1334.94,1,503.0,0,1,1,0,1,0,1,1,532.0,29.0,13.4444,,0.15330280618077183,0.11653374353903546,1
west,1,Dormant Judgment,,0,0,1,1898.52,1,1107.0,1,0,1,0,0,0,1,1,3738.0,2631.0,15.25,,,0.2325495649242568,1
southeast,1,Dormant Judgment,,0,1,1,4503.44,1,1431.0,1,1,1,0,1,0,1,1,4000.0,2569.0,6.8542,,,0.02867414503135381,1
northeast,1,Dormant Judgment,,0,1,1,1186.29,1,1874.0,1,1,1,0,1,0,1,1,4068.0,2194.0,0.0,,,1.631776378457207,1
southeast,1,Dormant Judgment,2210.52,1,1,1,2758.45,1,12.0,1,1,1,1,1,0,1,1,469.0,457.0,184.8571,84.57396395,0.23254773926496933,0.18635517359386614,1
southeast,1,Dormant Judgment,3597.68,1,1,1,4637.06,1,102.0,0,1,1,0,1,0,1,1,1609.0,1507.0,17.2683,248.9570589,0.03931537721531654,0.03050297953875947,1
southeast,1,Dormant Judgment,,0,0,1,5264.73,1,2440.0,1,1,1,0,1,0,1,1,5087.0,2647.0,39.0,321.480109,,0.07844276914485644,0
southeast,1,Dormant Judgment,,0,1,1,2264.97,1,430.0,1,1,1,1,0,0,1,1,403.0,-27.0,1892.0,6.228571083,,0.1710309628825106,0
west,1,Dormant Judgment,3403.52,1,0,1,3651.55,1,1745.0,1,1,1,1,0,0,0,1,3301.0,1556.0,28.0,,0.18145625705152313,0.169130917007846,1
midwest,1,Suit,788.41,1,0,0,,0,,0,1,1,0,0,0,0,0,1577.0,,0.0,,0.4250009512816935,,1
midwest,1,Suit,981.5,1,0,0,,0,,0,1,1,0,0,0,0,0,980.0,,26.0,,0.13172258206826284,,1
midwest,1,Suit,772.69,1,0,0,,0,,0,1,1,0,0,0,0,0,1319.0,,0.0,,0.6988572389962339,,1
midwest,0,Suit,2949.91,1,0,0,,0,,0,1,1,0,0,0,0,0,553.0,,0.0,,1.0,,1
midwest,1,Suit,1166.58,1,0,0,,0,,0,1,1,0,0,0,0,0,516.0,,28.6364,,0.08572065353426254,,1
midwest,1,Suit,1457.3,1,0,0,,0,,0,1,1,0,0,0,0,0,621.0,,27.8182,,0.09090909092156728,,1
midwest,1,Suit,2655.01,1,0,1,2986.64,1,1224.0,0,1,1,1,1,0,1,1,1267.0,43.0,35.8571,,0.17270744742957653,0.1535303886641845,1
midwest,1,Suit,2017.04,1,0,0,,0,,0,1,1,0,0,0,0,0,1070.0,,29.8,102.8352537,0.05,,1
midwest,1,Suit,1432.48,1,0,0,,0,,0,1,1,0,0,0,0,0,988.0,,0.0,,0.5584720205517704,,1
west,1,Dormant Judgment,,0,0,0,2104.24,1,806.0,1,0,1,0,0,0,1,0,3423.0,2617.0,0.0,,,0.6178002509219481,1
midwest,1,Dormant Judgment,,0,0,1,1060.56,1,2178.0,1,0,1,0,1,0,1,0,3382.0,1204.0,25.5,,,0.09054807523383873,1
southeast,1,Dormant Judgment,2337.27,1,1,1,2492.77,1,2318.0,0,1,1,0,1,0,1,0,3646.0,1328.0,20.0,,0.45672800617814796,0.4282371285758413,1
southeast,1,Dormant Judgment,1369.93,1,0,1,1468.24,1,715.0,1,1,1,0,1,0,1,1,3752.0,3037.0,9.4,,0.1700780331841773,0.15868999618590968,1
midwest,1,Dormant Judgment,,0,1,1,1416.07,1,1575.0,0,1,1,0,0,0,1,0,2960.0,1385.0,12.4444,,,0.15386245030259804,1
northeast,1,Dormant Judgment,1097.22,1,1,1,1174.73,1,984.0,1,1,1,0,1,0,1,1,3251.0,2267.0,47.1429,,0.17260635323818377,0.1612175928936862,1
midwest,1,Dormant Judgment,3511.03,1,0,1,3511.03,1,1310.0,1,0,1,0,0,0,1,0,1915.0,605.0,0.0,,0.0502416669752181,0.0502416669752181,0
northeast,1,Dormant Judgment,499.68,1,1,1,945.23,1,1773.0,1,1,0,0,0,0,1,1,3286.0,1513.0,0.0,,1.399375600384246,0.7397564613903495,1
northeast,1,Suit,,0,0,0,,0,,0,1,1,0,0,0,0,0,98.0,,26.5,,,,1
west,1,Dormant Judgment,,0,1,1,18601.09,1,4109.0,1,1,1,0,0,0,1,1,4533.0,424.0,0.0,,,0.32256174234950746,1
midwest,1,Dormant Judgment,,0,0,1,3551.94,1,1433.0,1,1,1,0,1,0,1,1,3943.0,2510.0,27.4444,,,0.14772615652291424,1
northeast,1,Dormant Judgment,,0,1,1,1274.19,1,1012.0,1,1,1,1,1,0,1,1,4821.0,3809.0,26.3333,,,0.22516090834177002,1
northeast,1,Suit,,0,1,1,1505.8,1,535.0,0,1,1,0,1,0,1,1,186.0,-349.0,415.0,48.7048806,,0.4412787222738743,1
southeast,1,Dormant Judgment,,0,1,1,1449.87,1,387.0,1,1,1,1,0,0,1,1,228.0,-159.0,16.0,,,0.026209246346224145,0
southwest,1,Dormant Judgment,833.01,1,0,1,1093.71,1,878.0,1,0,1,0,0,0,1,1,2572.0,1694.0,4.0,,1.5610616919364715,1.188962339194119,1
midwest,1,Dormant Judgment,4044.9,1,1,1,7250.62,1,1102.0,1,1,1,0,1,0,1,1,3261.0,2159.0,0.0,,2.348636554673787,1.3102327800932887,1
midwest,1,Dormant Judgment,,0,0,1,2036.72,1,1704.0,1,0,1,0,0,0,1,1,1729.0,25.0,876.5,0.18220553,,0.002577673907066263,0
southwest,1,Dormant Judgment,,0,0,1,5803.67,1,1686.0,1,1,0,1,0,0,1,1,2673.0,987.0,72.425,80.79185517,,0.03313610181144001,0
northeast,1,Dormant Judgment,2408.73,1,1,1,4070.94,1,1579.0,1,0,1,0,0,0,0,0,1816.0,237.0,10.3333,,0.015308897219696686,0.009058104516401617,0
southeast,1,Dormant Judgment,1848.44,1,0,1,2099.82,1,340.0,1,1,1,1,0,0,1,1,2978.0,2638.0,92.6786,43.25665865,0.0712703298998074,0.0627382007029174,0
west,1,Dormant Judgment,2992.49,1,0,1,4241.16,1,1242.0,1,1,1,1,0,0,1,1,4174.0,2932.0,0.0,,2.5053450471012435,1.76772864027766,1
southeast,1,Dormant Judgment,,0,1,1,6163.33,1,1135.0,1,1,1,1,1,0,1,1,4114.0,2979.0,7.4554,425.9807509,,0.016952067810745167,1
northeast,1,Dormant Judgment,,0,0,0,10993.56,1,841.0,1,0,0,0,0,0,1,1,5393.0,4552.0,15.0,,,0.2956276219896012,1
west,1,Dormant Judgment,1133.2,1,1,1,1367.2,1,772.0,1,0,1,0,0,0,1,1,1558.0,786.0,1.5,,0.44122837980938934,0.36571094207138677,1
west,1,Dormant Judgment,4969.25,1,0,1,6387.74,1,877.0,1,1,1,1,0,0,1,1,3830.0,2953.0,0.0,,2.256072848015294,1.755079261209755,1
midwest,1,Dormant Judgment,1167.68,1,0,0,1167.68,1,1726.0,1,0,1,1,1,0,1,1,2955.0,1229.0,10.6667,,0.3905179501233214,0.3905179501233214,1
southeast,1,Suit,410.0,1,0,0,,0,,1,0,1,0,0,0,0,0,359.0,,9.3333,,0.24552845536585363,,1
southwest,1,Suit,300.0,1,0,0,,0,,1,0,0,0,0,0,0,0,853.0,,0.0,,1.0,,1
southwest,1,Dormant Judgment,,0,0,1,3384.55,1,937.0,1,1,0,0,0,0,0,1,4242.0,3305.0,0.0,,,1.4527396551978844,1
northeast,1,Dormant Judgment,1566.33,1,1,1,1665.66,1,1329.0,1,0,1,0,0,0,1,1,4418.0,3089.0,0.0,,0.8123192430713834,0.7638773819386909,1
southeast,1,Dormant Judgment,2452.84,1,1,1,3078.95,1,985.0,1,1,1,0,1,0,1,1,4906.0,3921.0,7.9429,384.2564693,0.04095503290063763,0.0326267535685867,1
southeast,1,Dormant Judgment,2084.5,1,1,1,2502.56,1,1041.0,1,1,1,0,1,0,1,1,4811.0,3770.0,11.4545,,0.2474310386183737,0.20609695671632247,1
west,1,Dormant Judgment,1562.19,1,0,1,2554.21,1,948.0,1,1,1,1,0,0,1,1,4145.0,3197.0,0.0,,3.0392333839033663,1.8588369789484809,1
west,1,Dormant Judgment,,0,0,1,8301.19,1,1330.0,1,1,1,0,1,0,1,1,3496.0,2166.0,28.9167,,,0.13763558803014989,1
northeast,1,Dormant Judgment,1775.12,1,1,1,2031.16,1,2582.0,1,1,1,0,1,0,1,1,7467.0,4885.0,24.0,,0.29133016359457387,0.25460623486086764,1
midwest,1,Dormant Judgment,3810.0,1,1,1,3810.0,1,937.0,0,1,1,0,1,0,0,1,3331.0,2394.0,15.303,380.6676189,0.050333333333333334,0.050333333333333334,1
midwest,1,Dormant Judgment,1041.85,1,0,1,1327.71,1,1474.0,1,1,1,0,1,0,1,1,3413.0,1939.0,21.0,,0.14065800787061478,0.11037391109504334,1
northeast,1,Dormant Judgment,745.22,1,0,1,1077.67,1,122.0,1,1,1,1,1,0,1,1,7344.0,7222.0,25.5,,0.6940567885993398,0.4799474792840109,1
midwest,0,Dormant Judgment,,0,1,1,20330.68,1,1343.0,1,0,1,0,0,0,1,1,4246.0,2903.0,25.8571,,,0.0025998708779047235,0
northeast,1,Dormant Judgment,,0,1,1,3726.53,1,1178.0,1,1,1,0,1,0,0,1,3481.0,2303.0,21.4444,271.5856776,,0.051435696666872394,1
northeast,1,Dormant Judgment,,0,1,1,1500.12,1,1223.0,1,1,1,0,0,0,0,1,3184.0,1961.0,29.0,,,0.21682741574007414,1
midwest,1,Dormant Judgment,3240.68,1,1,1,3405.68,1,1060.0,1,1,1,0,0,0,1,0,1134.0,74.0,35.8462,44.62788424,0.016235908704346002,0.015449303698527168,0
northeast,1,Dormant Judgment,,0,1,1,1787.57,1,769.0,1,0,1,0,0,0,1,1,3402.0,2633.0,25.0,,,0.10981388141443413,1
southwest,1,Dormant Judgment,4428.84,1,0,1,4584.69,1,1071.0,1,1,1,1,1,0,1,1,2991.0,1920.0,12.9286,,0.04419594875859142,0.04269357049222522,1
west,1,Dormant Judgment,,0,0,1,11754.61,1,1841.0,1,1,1,0,0,0,0,1,2069.0,228.0,14.9701,157.8315412,,0.006607334636368199,0
west,1,Dormant Judgment,,0,0,0,7197.86,1,1600.0,1,0,1,0,0,0,1,1,5093.0,3493.0,0.0,,,0.6806780070743249,1
southeast,1,Dormant Judgment,,0,1,1,6125.37,1,589.0,1,1,1,0,1,0,1,1,609.0,20.0,57.3366,49.78036512,,0.015311970566675973,0
southwest,1,Dormant Judgment,1919.47,1,0,1,1564.54,1,777.0,1,1,1,0,1,0,1,1,1846.0,1069.0,21.0,,0.25084528541732876,0.307751799250898,1
midwest,1,Suit,890.25,1,0,0,,0,,0,1,1,0,0,0,0,0,362.0,,25.1667,,0.16666666666666666,,1
midwest,1,Suit,776.07,1,1,1,776.07,1,295.0,0,1,1,0,1,0,1,1,539.0,244.0,12.0,,0.21392032020307447,0.21392032020307447,1
midwest,1,Suit,832.97,1,0,0,,0,,0,1,1,0,0,0,0,0,162.0,,0.0,,1.0,,1
midwest,1,Suit,924.7,1,0,1,1207.76,1,862.0,0,1,1,0,0,0,0,1,1058.0,196.0,25.3333,,0.235288922569482,0.18014478596741076,1
northeast,1,Dormant Judgment,,0,1,1,6515.27,1,430.0,0,1,1,0,1,0,1,1,3731.0,3301.0,28.4375,488.3903666,,0.07019039502583929,1
midwest,1,Dormant Judgment,1316.3,1,0,0,1316.3,1,1210.0,1,0,1,0,0,0,1,1,3840.0,2630.0,0.0,,0.43683050976221227,0.43683050976221227,1
northeast,1,Dormant Judgment,2142.33,1,1,1,2801.61,1,1126.0,1,1,1,0,1,0,1,1,4617.0,3491.0,30.4545,,0.22805034280432987,0.17438511816419844,1
northeast,1,Dormant Judgment,2745.25,1,0,1,2988.95,1,1305.0,0,1,1,0,1,0,0,0,4918.0,3613.0,29.0,228.9595281,0.07966019229578362,0.07316520614262534,1
southeast,1,Dormant Judgment,1787.27,1,0,0,1394.88,1,1248.0,1,0,1,0,0,0,1,1,3112.0,1864.0,0.0,,0.37622183553688027,0.48205580408350535,1
southeast,1,Dormant Judgment,6050.44,1,0,1,7541.12,1,393.0,1,1,1,0,0,0,0,1,5714.0,5321.0,0.0,,1.6527723603572635,1.326062972078418,1
southeast,1,Dormant Judgment,2134.39,1,1,1,2359.77,1,989.0,1,1,1,0,0,0,0,1,2346.0,1357.0,35.8333,247.3285197,0.13673969298019575,0.12367977951241009,1
northeast,1,Dormant Judgment,,0,1,1,4425.33,1,708.0,1,1,1,0,0,0,0,1,2152.0,1444.0,32.5833,374.7206221,,0.09087928658427734,1
northeast,1,Dormant Judgment,1133.71,1,1,1,1689.47,1,839.0,1,1,0,0,0,0,0,1,2441.0,1602.0,50.7333,70.67894802,0.10405188866641381,0.06982347523187744,1
