min_payment_within_5_years_of_chargeoff_predicted,obj1_predicted_proba,region,working_age,purchasegroup,chargeoffamt,chargeoffamt_present,judgment_active,acct_post_judgment,judgment_amount,judgment_amount_present,days_between_chargeoff_and_judgment,agency_ever,legal_ever,wage_garnishable_state,bank_account_found,FT_job_found,PT_job_found,verification_completed,contains_judgment_image
1,0.6005386269092559,southeast,1,Suit,106.0,1,0,0,,0,,1,0,1,0,0,0,0,0
1,0.5119629902839661,west,1,Suit,17381.22,1,0,0,,0,,0,1,1,0,0,0,0,0
0,0.3530064437389374,west,1,Suit,5960.33,1,1,1,6809.94,1,495.0,0,1,1,0,0,0,1,1
0,0.3056473627487818,west,1,Suit,8886.99,1,1,1,9912.2,1,489.0,0,1,1,0,1,0,1,1
0,0.3768435284694035,west,1,Suit,11612.71,1,1,1,13414.71,1,598.0,0,1,1,0,1,0,1,1
0,0.4506971207459768,west,1,Suit,6957.08,1,1,1,3842.25,1,422.0,0,1,1,1,0,0,1,1
1,0.878390619913737,southwest,1,Suit,5426.65,1,0,1,,0,,0,1,1,0,0,0,0,0
0,0.2591058943669001,west,1,Suit,10185.23,1,0,0,,0,,0,1,1,0,0,0,0,0
1,0.5440519321759542,west,1,Suit,14222.95,1,1,1,11337.04,1,197.0,0,1,1,0,0,0,1,1
0,0.4651450483004252,west,1,Suit,8428.29,1,0,0,,0,,0,1,1,0,1,0,0,0
1,0.5371225977738697,west,1,Suit,14117.91,1,0,0,,0,,0,1,1,0,1,0,0,0
1,0.7205727117856343,west,1,Suit,5383.72,1,0,0,,0,,0,1,1,0,0,0,0,0
1,0.5356972721417744,west,1,Suit,6603.87,1,1,1,5131.89,1,270.0,0,1,1,0,0,0,1,1
1,0.873715128103892,west,1,Suit,4465.85,1,0,0,,0,,0,1,1,0,0,0,0,0
0,0.48394827540715535,west,1,Suit,8287.15,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.5197337668736776,west,1,Suit,27413.73,1,1,1,10169.21,1,349.0,0,1,1,0,0,0,1,1
1,0.5662082877159118,west,1,Suit,17144.8,1,0,0,,0,,1,1,1,0,0,0,0,0
0,0.25224103458722436,west,1,Suit,8944.8,1,0,0,,0,,0,1,1,0,0,0,0,0
0,0.3549920899868012,west,1,Suit,10646.92,1,0,0,,0,,0,1,1,0,0,0,0,0
0,0.49371580870946247,west,1,Suit,16743.55,1,1,1,9669.5,1,310.0,0,1,1,0,0,0,1,1
1,0.9621662062009175,west,1,Suit,1890.25,1,0,0,,0,,0,1,1,0,0,0,0,0
0,0.43159301129976907,west,1,Suit,12719.05,1,0,0,,0,,0,1,1,0,0,0,0,0
1,0.6923103906313578,west,1,Suit,5486.69,1,0,0,,0,,0,1,1,0,0,0,0,0
1,0.8713368897438049,southwest,1,Suit,13013.1,1,0,1,,0,,0,1,1,0,0,0,0,0
0,0.48290117486317946,west,1,Suit,15365.2,1,0,0,,0,,0,1,1,0,1,0,0,0
1,0.551322386821111,west,1,Suit,18128.39,1,0,0,,0,,0,1,1,0,0,0,0,0
0,0.26895746739705406,west,1,Suit,8508.19,1,1,1,9666.0,1,716.0,0,1,1,0,0,0,1,1
0,0.4584268785715103,west,1,Suit,7367.76,1,0,0,,0,,0,1,1,0,1,0,0,0
1,0.5777918502489725,west,1,Suit,13154.42,1,0,0,,0,,1,1,1,0,0,0,0,0
0,0.421255007425944,west,1,Suit,11292.34,1,1,1,7719.82,1,246.0,0,1,1,0,0,0,1,1
1,0.5614666738907497,west,1,Suit,17265.93,1,1,1,14513.24,1,334.0,0,1,1,0,0,0,1,1
0,0.2743973078727722,west,1,Suit,8595.3,1,1,1,9761.83,1,597.0,0,1,1,0,0,0,1,1
0,0.38485784546534213,west,1,Suit,10931.18,1,1,1,3898.89,1,450.0,0,1,1,0,0,0,1,1
0,0.4872909715175629,west,1,Suit,5565.74,1,1,1,5531.95,1,387.0,0,1,1,0,0,0,1,1
1,0.61140194384257,west,1,Suit,14851.67,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.6574740488529205,west,1,Suit,5576.02,1,0,0,,0,,0,1,1,0,1,0,0,0
0,0.4892648345629375,west,1,Suit,11474.72,1,0,0,,0,,0,1,1,0,0,0,0,0
0,0.3928219050765037,west,1,Suit,9453.74,1,1,1,7645.75,1,372.0,0,1,1,0,1,0,1,1
0,0.49769875876108793,west,1,Suit,20854.43,1,0,0,,0,,0,1,1,0,1,0,0,0
1,0.7331149117151896,west,1,Suit,5370.73,1,0,0,,0,,0,1,1,0,0,0,0,0
0,0.46917901198069245,west,1,Suit,13373.5,1,1,1,14490.67,1,584.0,0,1,1,0,0,0,1,1
1,0.831640411376953,west,1,Suit,3249.02,1,1,1,2391.75,1,836.0,0,1,1,0,0,0,1,1
1,0.5162293059825898,west,1,Suit,14032.71,1,0,0,,0,,0,1,1,0,0,0,0,0
0,0.49769875876108793,west,1,Suit,20838.79,1,0,0,,0,,0,1,1,0,1,0,0,0
0,0.4042398189703623,west,1,Suit,13985.74,1,1,1,6202.32,1,443.0,0,1,1,0,0,0,1,1
1,0.9273604922294618,west,1,Suit,2166.64,1,0,0,,0,,0,1,1,0,0,0,0,0
0,0.4892648345629375,west,1,Suit,11465.63,1,0,0,,0,,0,1,1,0,0,0,0,0
1,0.8129448773066202,southwest,1,Suit,11470.49,1,0,0,,0,,0,1,1,0,0,0,0,0
0,0.34797155364354454,west,1,Suit,9015.58,1,1,1,7287.75,1,797.0,0,1,1,0,0,0,1,1
0,0.32120427060127255,west,1,Suit,8790.97,1,1,1,9701.92,1,639.0,0,1,1,0,0,0,1,0
1,0.5310268228054046,west,1,Suit,15278.24,1,0,0,,0,,0,1,1,0,0,0,0,0
1,0.6362702066103618,west,1,Suit,26834.22,1,0,0,,0,,0,1,1,0,0,0,0,0
1,0.612441359255049,southwest,1,Suit,260.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.5709244376818339,southwest,1,Suit,1448.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.6959149495760599,southwest,1,Suit,756.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.484965619123802,southeast,1,Suit,920.0,1,0,0,,0,,1,0,1,0,0,0,0,0
1,0.5570647297085072,southwest,1,Suit,411.0,1,0,0,,0,,1,0,1,0,0,0,0,0
0,0.3995609724521637,southeast,1,Suit,572.0,1,0,0,,0,,1,0,1,0,0,0,0,0
1,0.5895565174874116,southwest,1,Suit,565.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.5443683434796711,southeast,1,Suit,444.0,1,0,0,,0,,1,0,1,0,0,0,0,0
1,0.7715803225835165,southwest,1,Suit,400.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.1853144117340556,southwest,1,Suit,350.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.5681995682181135,southeast,1,Suit,776.0,1,0,0,,0,,1,0,1,0,0,0,0,0
0,0.4560730274117182,southeast,1,Suit,315.0,1,0,0,,0,,1,0,1,0,0,0,0,0
0,0.45519828300852727,southeast,1,Suit,300.65,1,0,0,,0,,1,0,1,0,0,0,0,0
1,0.6396961922418504,southwest,1,Suit,295.0,1,0,0,,0,,1,0,1,0,0,0,0,0
0,0.4850609959906257,southeast,1,Suit,935.0,1,0,0,,0,,1,0,1,0,0,0,0,0
0,0.1025762091676394,midwest,1,Suit,450.0,1,0,0,,0,,1,0,1,0,0,0,0,0
1,0.5681995682181135,southeast,1,Suit,776.0,1,0,0,,0,,1,0,1,0,0,0,0,0
0,0.4560730274117182,southeast,1,Suit,315.0,1,0,0,,0,,1,0,1,0,0,0,0,0
0,0.11163911753892898,midwest,1,Suit,1625.0,1,0,0,,0,,1,0,1,0,0,0,0,0
0,0.42373724603652957,southeast,1,Suit,1042.5,1,0,0,,0,,1,0,1,0,0,0,0,0
1,0.6879808536153852,southwest,1,Suit,720.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.6228142748560224,southwest,1,Suit,435.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.4899146600564321,southwest,1,Suit,438.0,1,0,0,,0,,1,0,1,0,0,0,0,0
1,0.599509948855607,southwest,1,Suit,296.0,1,0,0,,0,,1,0,1,0,0,0,0,0
0,0.09684852985541026,midwest,1,Suit,616.0,1,0,0,,0,,1,0,1,0,0,0,0,0
0,0.3878218077023824,southeast,1,Suit,4222.5,1,0,0,,0,,1,0,1,0,0,0,0,0
0,0.12094198126357696,midwest,1,Suit,560.0,1,0,0,,0,,1,0,1,0,0,0,0,0
0,0.4560730274117182,southeast,1,Suit,315.0,1,0,0,,0,,1,0,1,0,0,0,0,0
0,0.48379420494648645,southwest,1,Suit,511.0,1,0,0,,0,,1,0,1,0,0,0,0,0
1,0.6959149495760599,southwest,1,Suit,756.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.6430882296933068,southwest,1,Suit,200.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.23679726612567903,midwest,1,Suit,936.0,1,0,0,,0,,1,0,1,0,0,0,0,0
1,0.5519714427789053,southwest,1,Suit,980.0,1,0,0,,0,,1,0,1,0,0,0,0,0
1,0.6959149495760599,southwest,1,Suit,756.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.4637168857009323,southeast,1,Suit,461.75,1,0,0,,0,,1,0,1,0,0,0,0,0
0,0.17867953471342726,midwest,1,Suit,3411.0,1,0,0,,0,,1,0,1,0,0,0,0,0
0,0.19655974761644998,midwest,1,Suit,2800.0,1,0,0,,0,,1,0,1,0,0,0,0,0
1,0.9630323211352032,west,1,Suit,1110.56,1,0,0,,0,,0,1,1,0,0,0,0,0
1,0.6191570223172507,west,1,Suit,13222.59,1,0,0,,0,,1,0,1,0,0,0,0,0
1,0.5619879928429922,west,1,Suit,4732.21,1,1,1,5513.93,1,679.0,0,1,1,0,0,0,1,1
0,0.35435769391059874,west,1,Suit,10564.77,1,0,0,,0,,0,1,1,0,0,0,0,0
0,0.38690097482999164,west,1,Suit,9187.82,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.5932901527881622,west,1,Suit,20964.17,1,0,0,,0,,0,1,1,0,0,0,0,0
0,0.3467641181548436,west,1,Suit,10413.73,1,1,1,11554.64,1,520.0,0,1,1,0,0,0,1,1
1,0.5777918502489725,west,1,Suit,13103.7,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.5769656848907471,west,1,Suit,16083.29,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.5254401787916819,west,1,Suit,15303.36,1,0,0,,0,,0,1,1,0,0,0,0,0
0,0.4538865379691124,west,1,Suit,18388.04,1,1,1,12890.21,1,439.0,0,1,1,0,1,0,1,1
1,0.6284642120997112,west,1,Suit,15586.8,1,0,0,,0,,1,0,1,0,0,0,0,0
1,0.5451265099843343,west,1,Suit,3801.48,1,0,0,,0,,1,0,1,0,0,0,0,0
1,0.6004971497853596,west,1,Suit,19064.19,1,0,0,,0,,1,0,1,0,0,0,0,0
1,0.9220704536437988,southwest,1,Suit,3429.35,1,0,1,,0,,0,1,1,0,0,0,0,0
0,0.49220220947265625,west,1,Suit,15122.87,1,0,0,,0,,0,1,1,0,1,0,0,0
1,0.5415418794949849,west,1,Suit,9142.15,1,0,0,,0,,1,0,1,0,0,0,0,0
0,0.23419380112489063,west,1,Suit,9387.4,1,0,0,,0,,0,1,1,0,1,0,0,0
1,0.5356726968288421,west,1,Suit,6310.83,1,0,0,,0,,0,1,1,0,1,0,0,0
1,0.5543580250740051,west,1,Suit,4736.99,1,1,1,5504.18,1,684.0,0,1,1,0,1,0,1,1
1,0.5864109927018484,west,1,Suit,11749.23,1,0,0,,0,,1,0,1,0,0,0,0,0
1,0.5640065757433573,west,1,Suit,6867.54,1,0,0,,0,,1,0,1,0,0,0,0,0
1,0.6071387474536895,west,1,Suit,13953.56,1,0,0,,0,,1,1,1,0,0,0,0,0
0,0.4856379364467802,southeast,1,Suit,340.0,1,0,0,,0,,1,0,1,0,0,0,0,0
1,0.7257508024829213,southwest,1,Suit,300.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.714585171699524,southwest,1,Suit,280.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7715803225835165,southwest,1,Suit,400.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.6959149495760599,southwest,1,Suit,756.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.5551919142405192,southwest,1,Suit,345.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.4899146600564321,southwest,1,Suit,438.0,1,0,0,,0,,1,0,1,0,0,0,0,0
0,0.3344487366808785,southeast,1,Suit,220.0,1,0,0,,0,,1,0,1,0,0,0,0,0
1,0.7257508024829213,southwest,1,Suit,300.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.6959149495760599,southwest,1,Suit,756.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.06400153810779254,midwest,1,Suit,355.0,1,0,0,,0,,1,0,1,0,0,0,0,0
0,0.4560730274117182,southeast,1,Suit,315.0,1,0,0,,0,,1,0,1,0,0,0,0,0
0,0.329616955215756,southeast,1,Suit,1320.0,1,0,0,,0,,1,0,1,0,0,0,0,0
0,0.3960821371078491,southeast,1,Suit,855.0,1,0,0,,0,,1,0,1,0,0,0,0,0
0,0.07009317489961783,midwest,1,Suit,284.0,1,0,0,,0,,1,0,1,0,0,0,0,0
0,0.431601365407308,southeast,1,Suit,1573.0,1,0,0,,0,,1,0,1,0,0,0,0,0
1,0.5452612279256185,west,1,Suit,776.0,1,0,0,,0,,1,0,1,0,0,0,0,0
1,0.5443683434796711,southeast,1,Suit,444.0,1,0,0,,0,,1,0,1,0,0,0,0,0
0,0.1853144117340556,southwest,1,Suit,350.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.16696505604187648,midwest,1,Suit,520.0,1,0,0,,0,,1,0,1,0,0,0,0,0
0,0.07009317489961783,midwest,1,Suit,284.0,1,0,0,,0,,1,0,1,0,0,0,0,0
0,0.42660804084444803,southeast,1,Suit,1000.0,1,0,0,,0,,1,0,1,0,0,0,0,0
1,0.6312325358390808,southwest,1,Suit,1177.0,1,0,0,,0,,1,0,1,0,0,0,0,0
0,0.17192777651548383,midwest,1,Suit,543.03,1,0,0,,0,,1,0,1,0,0,0,0,0
1,0.6233270155588785,southeast,1,Suit,380.0,1,0,0,,0,,1,0,1,0,0,0,0,0
0,0.3344487366808785,southeast,1,Suit,220.0,1,0,0,,0,,1,0,1,0,0,0,0,0
0,0.33486364873250324,southeast,1,Suit,192.0,1,0,0,,0,,1,0,1,0,0,0,0,0
1,0.5017957975428169,southeast,1,Suit,438.0,1,0,0,,0,,1,0,1,0,0,0,0,0
0,0.22765238749980926,midwest,1,Suit,1410.0,1,0,0,,0,,1,0,1,0,0,0,0,0
0,0.34852953235308326,southeast,1,Suit,2016.0,1,0,0,,0,,1,0,1,0,0,0,0,0
1,0.6430882296933068,southwest,1,Suit,200.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.3344487366808785,southeast,1,Suit,220.0,1,0,0,,0,,1,0,1,0,0,0,0,0
0,0.09684266608953473,midwest,1,Suit,190.0,1,0,0,,0,,1,0,1,0,0,0,0,0
1,0.5942042937278746,southwest,1,Suit,7933.28,1,0,0,,0,,0,1,1,0,0,0,0,0
0,0.4978658736546834,west,1,Suit,8464.83,1,0,0,,0,,0,1,1,0,0,0,0,0
1,0.582398421605428,southwest,1,Suit,8096.41,1,0,0,,0,,0,1,1,0,0,0,0,0
1,0.5412872463862102,west,1,Suit,3274.3,1,0,0,,0,,1,1,1,0,0,0,0,0
0,0.350851515730222,west,1,Suit,11198.29,1,0,0,,0,,0,1,1,0,1,0,0,0
0,0.41182088748614,west,1,Suit,7014.55,1,0,0,,0,,0,1,1,0,0,0,0,0
1,0.513001693646113,west,1,Suit,12525.61,1,1,1,4051.53,1,267.0,0,1,1,0,1,0,1,1
0,0.3348479531606039,west,1,Suit,10787.41,1,0,0,,0,,0,1,1,0,0,0,0,0
1,0.5622734468777973,west,1,Suit,19427.03,1,0,0,,0,,0,1,1,0,0,0,0,0
1,0.5514011662006378,west,1,Suit,6293.82,1,1,1,4766.34,1,859.0,0,1,1,0,0,0,1,1
1,0.7357007400194804,west,1,Suit,4962.11,1,1,1,3452.47,1,835.0,0,1,1,0,1,0,1,1
1,0.5399577121337255,west,1,Suit,24406.82,1,0,0,,0,,1,1,1,0,0,0,0,0
0,0.4533664216200511,west,1,Suit,13543.25,1,0,0,,0,,0,1,1,0,1,0,0,0
0,0.26862604049841565,west,1,Suit,8766.34,1,0,0,,0,,0,1,1,0,0,0,0,0
1,0.5615106706619262,west,1,Suit,13631.43,1,0,0,,0,,1,1,1,0,0,0,0,0
0,0.37506648119290664,west,1,Suit,11922.7,1,1,1,12232.91,1,449.0,0,1,1,0,1,0,1,1
1,0.8589131100972495,southwest,1,Suit,4429.9,1,0,0,,0,885.0,0,1,1,1,0,0,0,0
0,0.4276810852686564,west,1,Suit,13641.7,1,0,0,,0,,0,1,1,0,0,0,0,0
1,0.5443014047145843,west,1,Suit,18632.65,1,0,0,,0,,0,1,1,0,0,0,0,0
1,0.7216237386067708,southwest,1,Suit,660.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.5118126491705576,southwest,1,Suit,760.0,1,0,0,,0,,1,0,1,0,0,0,0,0
1,0.6097592194407594,southwest,1,Suit,570.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.11544325009981792,midwest,1,Suit,1069.26,1,0,0,,0,,1,0,1,0,0,0,0,0
1,0.6485906111399332,southwest,1,Suit,630.0,1,0,0,,0,,1,0,1,0,0,0,0,0
1,0.8298517624537151,southwest,1,Suit,250.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.21849626823266347,midwest,1,Suit,3662.0,1,0,0,,0,,1,0,1,0,0,0,0,0
0,0.4694910124142964,southeast,1,Suit,584.0,1,0,0,,0,,1,0,1,0,0,0,0,0
1,0.5681995682181135,southeast,1,Suit,776.0,1,0,0,,0,,1,0,1,0,0,0,0,0
0,0.18794090593390997,midwest,1,Suit,810.0,1,0,0,,0,,1,0,1,0,0,0,0,0
1,0.7186884919802348,southwest,1,Suit,665.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.3043319086233775,southeast,1,Suit,2974.8,1,0,0,,0,,1,0,1,0,0,0,0,0
0,0.3300305622224299,southwest,1,Suit,455.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7186884919802348,southwest,1,Suit,665.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.3344487366808785,southeast,1,Suit,220.0,1,0,0,,0,,1,0,1,0,0,0,0,0
0,0.46997829763094584,southeast,1,Suit,1386.0,1,0,0,,0,,1,0,1,0,0,0,0,0
1,0.7541427865028381,southwest,1,Suit,290.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.5443683434796711,southeast,1,Suit,444.0,1,0,0,,0,,1,0,1,0,0,0,0,0
0,0.4300389534663531,southeast,1,Suit,258.0,1,0,0,,0,,1,0,1,0,0,0,0,0
0,0.06421878449618817,midwest,1,Suit,300.0,1,0,0,,0,,1,0,1,0,0,0,0,0
0,0.39308469080924985,southeast,1,Suit,817.6,1,0,0,,0,,1,0,1,0,0,0,0,0
0,0.4635911872386932,southeast,1,Suit,292.0,1,0,0,,0,,1,0,1,0,0,0,0,0
0,0.42346909292538965,southeast,1,Suit,1730.0,1,0,0,,0,,1,0,1,0,0,0,0,0
0,0.3759735796981387,southeast,1,Suit,811.0,1,0,0,,0,,1,0,1,0,0,0,0,0
0,0.48379420494648645,southwest,1,Suit,511.0,1,0,0,,0,,1,0,1,0,0,0,0,0
1,0.5017957975428169,southeast,1,Suit,438.0,1,0,0,,0,,1,0,1,0,0,0,0,0
1,0.6202418958557977,southwest,1,Suit,1000.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.3344487366808785,southeast,1,Suit,220.0,1,0,0,,0,,1,0,1,0,0,0,0,0
0,0.4592861589978489,southeast,1,Suit,480.0,1,0,0,,0,,1,0,1,0,0,0,0,0
0,0.4899146600564321,southwest,1,Suit,438.0,1,0,0,,0,,1,0,1,0,0,0,0,0
0,0.07773151735464733,midwest,1,Suit,320.0,1,0,0,,0,,1,0,1,0,0,0,0,0
0,0.3300305622224299,southwest,1,Suit,455.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.3948125259876251,southeast,1,Suit,1260.0,1,0,0,,0,,1,0,1,0,0,0,0,0
1,0.5037330611208759,southwest,1,Suit,300.0,1,0,0,,0,,1,0,1,0,0,0,0,0
1,0.5898456284205118,southwest,1,Suit,1580.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.27113194141085184,southeast,1,Suit,415.0,1,0,0,,0,,1,0,1,0,0,0,0,0
0,0.35588116800785063,southwest,1,Suit,65.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.08481526722510656,midwest,1,Suit,380.0,1,0,0,,0,,1,0,1,0,0,0,0,0
1,0.5086025210469989,southwest,1,Suit,412.5,1,0,0,,0,,1,0,1,0,0,0,0,0
0,0.4271016915639242,southwest,1,Suit,872.0,1,0,0,,0,,1,0,1,0,0,0,0,0
1,0.7366957306861877,southwest,1,Suit,1287.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.5373106834093729,southeast,1,Suit,672.0,1,0,0,,0,,1,0,1,0,0,0,0,0
0,0.4527982226689656,west,1,Suit,616.0,1,0,0,,0,,1,0,1,0,0,0,0,0
0,0.07387100383639335,midwest,1,Suit,80.48,1,0,0,,0,,1,0,1,0,0,0,0,0
1,0.6677493534088134,southwest,1,Suit,360.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.37425375000635774,west,1,Suit,8747.26,1,1,1,7967.55,1,878.0,0,1,1,0,1,0,1,1
1,0.5473451965649923,west,1,Suit,10541.09,1,0,0,,0,,1,0,1,0,0,0,0,0
0,0.26196968456109365,west,1,Suit,9781.93,1,0,0,,0,,0,1,1,0,0,0,0,0
1,0.5740956013202666,west,1,Suit,12888.48,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.6059223943551382,west,1,Suit,11706.42,1,0,0,,0,,1,0,1,0,0,0,0,0
0,0.4894967551231384,west,1,Suit,5116.55,1,0,0,,0,,1,0,1,0,0,0,0,0
0,0.48267693257331845,west,1,Suit,10155.28,1,1,1,3133.87,1,415.0,0,1,1,0,1,0,1,1
1,0.5405942952632903,west,1,Suit,14063.83,1,1,1,11910.26,1,311.0,0,1,1,0,0,0,1,1
1,0.5747919758955636,west,1,Suit,20698.6,1,0,0,,0,,1,0,1,0,0,0,0,0
0,0.38678931943575545,west,1,Suit,9127.23,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.6037714126110076,southwest,1,Suit,6921.04,1,0,0,,0,,0,1,1,0,0,0,0,0
1,0.5177935829957327,west,1,Suit,4496.98,1,0,0,,0,,1,0,1,0,0,0,0,0
0,0.44144622262318933,west,1,Suit,9642.49,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.6257250165144602,west,1,Suit,8480.34,1,0,0,,0,,1,0,1,0,0,0,0,0
0,0.3881968421936035,west,1,Suit,5742.22,1,1,1,7027.05,1,694.0,0,1,1,0,0,0,1,1
0,0.4978580227692922,west,1,Suit,17784.55,1,1,1,5315.08,1,250.0,0,1,1,0,1,0,1,1
1,0.5363768840630848,west,1,Suit,14153.18,1,0,0,,0,,0,1,1,0,1,0,0,0
1,0.5174116886608185,southwest,1,Suit,480.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7257508024829213,southwest,1,Suit,300.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.6673697019872651,southwest,1,Suit,301.6,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7185851967756538,southwest,1,Suit,1280.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.6888223261308416,southwest,1,Suit,630.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.5810794246415393,southwest,1,Suit,720.0,1,0,0,,0,,1,0,1,0,0,0,0,0
1,0.6351854531121633,southwest,1,Suit,882.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.5764698286056519,southwest,1,Suit,980.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7338786300023397,southwest,1,Suit,1440.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.5195963180625249,southwest,1,Suit,325.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.6230343723297119,southwest,1,Suit,590.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.5790914202531179,southwest,1,Suit,320.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.730844857427809,southwest,1,Suit,214.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7715722019422273,southwest,1,Suit,390.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.5195963180625249,southwest,1,Suit,325.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.5875218532880147,southwest,1,Suit,735.0,1,0,0,,0,,1,0,1,0,0,0,0,0
1,0.7257508024829213,southwest,1,Suit,300.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.4560730274117182,southeast,1,Suit,315.0,1,0,0,,0,,1,0,1,0,0,0,0,0
0,0.36107372736884263,southwest,1,Suit,340.0,1,0,0,,0,,1,0,1,0,0,0,0,0
1,0.6018313695233258,southeast,1,Suit,252.0,1,0,0,,0,,1,0,1,0,0,0,0,0
1,0.6677493534088134,southwest,1,Suit,360.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7069757448832193,southwest,1,Suit,365.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.4526688231627147,southeast,1,Suit,3255.29,1,0,0,,0,,1,0,1,0,0,0,0,0
1,0.8298517624537151,southwest,1,Suit,250.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7047193917229061,southwest,1,Suit,378.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.8298517624537151,southwest,1,Suit,250.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.5714039325714111,southeast,1,Suit,682.0,1,0,0,,0,,1,0,1,0,0,0,0,0
0,0.1853144117340556,southwest,1,Suit,350.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.6097592194407594,southwest,1,Suit,570.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.1853144117340556,southwest,1,Suit,350.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.34936170535617406,southeast,1,Suit,2484.0,1,0,0,,0,,1,0,1,0,0,0,0,0
1,0.5790914202531179,southwest,1,Suit,320.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.6888223261308416,southwest,1,Suit,630.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.3300305622224299,southwest,1,Suit,455.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.5174116886608185,southwest,1,Suit,480.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.1853144117340556,southwest,1,Suit,350.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.4592861589978489,southeast,1,Suit,480.0,1,0,0,,0,,1,0,1,0,0,0,0,0
0,0.1853144117340556,southwest,1,Suit,350.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7257508024829213,southwest,1,Suit,300.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.6363954412596566,southwest,1,Suit,675.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.3344487366808785,southeast,1,Suit,220.0,1,0,0,,0,,1,0,1,0,0,0,0,0
0,0.27113194141085184,southeast,1,Suit,415.0,1,0,0,,0,,1,0,1,0,0,0,0,0
