data_id,region,data_state,account_status,purchasegroup,consumer_dob,chargeoff_age,working_age,agency_ever,legal_ever,wage_garnishable_state,bank_account_found,FT_job_found,PT_job_found,verification_completed,contains_judgment_image,data_bal_total,chargeoff_date,chargeoff_date_bom,chargeoffamt,chargeoffamt_present,judgment_status,judgment_active,acct_post_judgment,judgment_date,days_between_chargeoff_and_judgment,judgment_amount,judgment_amount_present,chargeoff_precovid(2020-03-01),judgment_precovid(2020-03-01),total_transactions,num_payments,num_reversals,net_num_payments,sum_pay_amount,avg_pay_amount,min_pay_date,max_pay_date,payment_duration_days,avg_days_between_payments,avg_monthly_payment(duration>=365days),days_between_chargeoff_and_min_pay_date,days_between_chargeoff_and_max_pay_date,days_between_judgment_and_min_pay_date,days_between_judgment_and_max_pay_date,min_payment_within_5_years_of_chargeoff,closed_w_max_pmt_within_5_yrs_of_min_pmt,max_pmt_within_5_yrs_of_min_pmt_within_5_yrs_of_chargeoff
87474,midwest,OH,Placement (3); Active,Dormant Judgment,01/01/1974,39,1,1,0,1,0,0,0,0,0,848.96,2012-07,01/07/2012,763.96,1,Dormant,0,1,06/12/2013,523,848.96,1,1,1,,,,,,,,,,,,,,,,0,,
87481,midwest,OH,Placement (3); Active,Dormant Judgment,01/01/1963,55,1,1,0,1,0,1,0,0,1,2444.23,2017-09,01/09/2017,2301.23,1,Active,1,1,25/06/2019,662,2404.23,1,1,1,,,,,,,,,,,,,,,,0,,
87547,midwest,OH,Placement (3); Active,Dormant Judgment,01/01/1983,35,1,1,1,1,0,1,0,0,1,938.17,2017-11,01/11/2017,839.17,1,Active,1,1,04/04/2019,519,928.17,1,1,1,,,,,,,,,,,,,,,,0,,
87646,southeast,GA,Placement (3); Active,Dormant Judgment,01/01/1979,38,1,1,1,1,0,1,0,0,1,1441.85,2017-04,01/04/2017,1382.85,1,Active,1,1,12/11/2018,590,1441.85,1,1,1,,,,,,,,,,,,,,,,0,,
87713,southeast,FL,Placement (3); Active,Dormant Judgment,01/01/1987,25,1,1,0,1,0,0,0,0,0,1363.46,2012-04,01/04/2012,1144.46,1,Active,1,1,10/12/2015,1348,1225.46,1,1,1,,,,,,,,,,,,,,,,0,,
87826,southeast,FL,Placement (3); Active,Dormant Judgment,01/01/1963,48,1,1,0,1,0,0,0,0,0,1446.95,2011-02,01/02/2011,1209.45,1,Active,1,1,08/06/2014,1223,1424.45,1,1,1,,,,,,,,,,,,,,,,0,,
87857,southeast,FL,Placement (3); Active,Dormant Judgment,01/01/1982,31,1,1,1,1,0,1,0,0,1,4041.04,2013-01,01/01/2013,3557.04,1,Active,1,1,26/09/2017,1729,4028.04,1,1,1,,,,,,,,,,,,,,,,0,,
87873,northeast,NY,Placement (3); Active,Dormant Judgment,01/01/1975,39,1,1,0,1,0,0,0,0,0,4220.68,2013-09,01/09/2013,4018.18,1,Active,1,1,09/02/2015,526,4253.18,1,1,1,1,1,0,1,32.5,32.5,30/03/2015,30/03/2015,1,0,,575,575,49,49,1,0,
87965,southeast,FL,Placement (3); Active,Dormant Judgment,01/01/1953,59,1,1,0,1,0,0,0,0,0,2556.51,2011-12,01/12/2011,2315.51,1,Active,1,1,26/08/2015,1364,2543.51,1,1,1,,,,,,,,,,,,,,,,0,,
88117,southeast,GA,Placement (3); Active,Dormant Judgment,01/01/1956,59,1,1,0,1,0,0,0,0,0,984.98,2014-09,01/09/2014,1326.78,1,Active,1,1,24/05/2017,996,984.98,1,1,1,,,,,,,,,,,,,,,,0,,
88300,midwest,OH,Placement (3); Active,Dormant Judgment,01/01/1957,56,1,1,0,1,0,0,0,0,0,1082.79,2013-04,01/04/2013,962.79,1,Dormant,0,1,03/02/2015,673,1082.79,1,1,1,,,,,,,,,,,,,,,,0,,
88302,southeast,FL,Placement (3); Active,Dormant Judgment,01/01/1988,25,1,1,0,1,0,0,0,0,0,1322.11,2012-09,01/09/2012,1107.11,1,Active,1,1,11/09/2014,740,1322.11,1,1,1,,,,,,,,,,,,,,,,0,,
88404,southeast,FL,Placement (3); Active,Dormant Judgment,01/01/1962,50,1,1,0,1,0,0,0,0,0,1980.04,2012-01,01/01/2012,1739.04,1,Active,1,1,08/04/2015,1193,1967.04,1,1,1,,,,,,,,,,,,,,,,0,,
88426,west,CA,Placement (3); Active,Dormant Judgment,01/01/1990,22,1,1,1,1,1,0,0,0,0,1297.12,2012-03,01/03/2012,1061.12,1,Active,1,1,17/12/2014,1021,1297.12,1,1,1,,,,,,,,,,,,,,,,0,,
88429,west,CA,Placement (3); Active,Dormant Judgment,01/01/1990,23,1,1,0,1,0,0,0,0,0,1549.95,2013-05,01/05/2013,1313.95,1,Active,1,1,16/12/2014,594,1549.95,1,1,1,,,,,,,,,,,,,,,,0,,
88451,southeast,FL,Placement (3); Active,Dormant Judgment,01/01/1985,33,1,1,1,1,0,1,0,0,1,3020.07,2017-08,01/08/2017,2618.07,1,Active,1,1,23/10/2019,813,2930.07,1,1,1,,,,,,,,,,,,,,,,0,,
88701,midwest,IL,Placement (3); Active,Dormant Judgment,01/01/1987,27,1,1,0,1,0,0,0,0,0,1113.19,2013-12,01/12/2013,934.19,1,Active,1,1,17/05/2016,898,1188.19,1,1,1,,,,,,,,,,,,,,,,0,,
88886,west,CA,Placement (3); Active,Dormant Judgment,01/01/1954,60,1,1,0,1,0,0,0,0,0,2617.15,2014-03,01/03/2014,2617.15,1,Active,1,1,29/09/2016,943,2617.15,1,1,1,,,,,,,,,,,,,,,,0,,
88945,southeast,FL,Placement (3); Active,Dormant Judgment,01/01/1967,47,1,1,0,1,0,0,0,0,0,3630.2,2014-02,01/02/2014,3247.7,1,Active,1,1,18/01/2018,1447,3607.7,1,1,1,,,,,,,,,,,,,,,,0,,
88996,southeast,FL,Placement (3); Active,Dormant Judgment,01/01/1966,49,1,1,0,1,0,0,0,0,0,1255.76,2014-12,01/12/2014,1255.76,1,Active,1,1,08/03/2018,1193,1255.76,1,1,1,,,,,,,,,,,,,,,,0,,
89055,southeast,FL,Placement (3); Active,Dormant Judgment,01/01/1957,55,1,1,0,1,0,0,0,0,0,2348.44,2012-03,01/03/2012,2128.44,1,Active,1,1,25/11/2014,999,2348.44,1,1,1,,,,,,,,,,,,,,,,0,,
89090,southeast,FL,Placement (3); Active,Dormant Judgment,01/01/1959,53,1,1,0,1,0,0,0,0,0,1048.57,2012-03,01/03/2012,1048.57,1,Active,1,1,14/10/2016,1688,1048.57,1,1,1,,,,,,,,,,,,,,,,0,,
89281,west,CA,Placement (3); Active,Dormant Judgment,01/01/1987,30,1,1,0,1,0,0,0,0,1,11460.91,2017-01,01/01/2017,11065.91,1,Active,1,1,22/11/2019,1055,11460.91,1,1,1,,,,,,,,,,,,,,,,0,,
89373,southeast,GA,Placement (3); Active,Dormant Judgment,01/01/1992,26,1,1,0,1,0,0,0,0,1,2475.28,2017-07,01/07/2017,2616.28,1,Active,1,1,14/03/2019,621,2725.28,1,1,1,3,2,1,1,50,50,28/05/2019,28/05/2019,1,0,,696,696,75,75,1,0,
89411,midwest,IL,Placement (3); Active,Dormant Judgment,01/01/1979,36,1,1,1,1,0,1,0,0,0,1464.88,2015-05,01/05/2015,1336.88,1,Active,1,1,14/09/2016,502,1539.88,1,1,1,,,,,,,,,,,,,,,,0,,
89482,west,CA,Placement (3); Active,Dormant Judgment,01/01/1987,26,1,1,0,1,0,0,0,0,0,1538.35,2012-09,01/09/2012,1302.35,1,Active,1,1,01/12/2014,821,1538.35,1,1,1,,,,,,,,,,,,,,,,0,,
89581,southeast,GA,Placement (3); Active,Dormant Judgment,01/01/1964,53,1,1,1,1,0,1,0,0,1,2357.89,2016-10,01/10/2016,2285.89,1,Active,1,1,02/05/2019,943,2347.39,1,1,1,,,,,,,,,,,,,,,,0,,
89598,west,CA,Placement (3); Active,Dormant Judgment,01/01/1961,53,1,1,0,1,0,1,0,0,0,1487.93,2014-03,01/03/2014,1246.93,1,Active,1,1,19/05/2017,1175,1487.93,1,1,1,,,,,,,,,,,,,,,,0,,
89673,northeast,NY,Placement (3); Active,Dormant Judgment,01/01/1941,69,0,1,0,1,0,0,0,0,1,1768.7,2009-11,01/11/2009,1612.7,1,Active,1,1,21/08/2015,2119,1768.7,1,1,1,,,,,,,,,,,,,,,,0,,
89682,midwest,OH,Placement (3); Active,Dormant Judgment,01/01/1980,39,1,1,0,1,0,0,0,0,1,644.82,2018-08,01/08/2018,514.82,1,Active,1,1,29/10/2019,454,624.82,1,1,1,,,,,,,,,,,,,,,,0,,
89697,midwest,OH,Placement (3); Active,Dormant Judgment,01/01/1984,34,1,1,0,1,0,0,0,0,0,765.15,2018-05,01/05/2018,654.15,1,Active,1,1,07/06/2019,402,760.15,1,1,1,,,,,,,,,,,,,,,,0,,
89723,northeast,NY,Placement (3); Active,Dormant Judgment,01/01/1969,44,1,1,0,1,0,0,0,0,0,5823.24,2012-12,01/12/2012,5622.24,1,Active,1,1,22/01/2014,417,5823.24,1,1,1,,,,,,,,,,,,,,,,0,,
89750,west,CA,Placement (3); Active,Dormant Judgment,01/01/1971,45,1,1,0,1,0,0,0,0,0,3991.72,2015-11,01/11/2015,3890.22,1,Active,1,1,30/03/2017,515,3991.72,1,1,1,,,,,,,,,,,,,,,,0,,
90258,midwest,MI,Placement (3); Active,Dormant Judgment,01/01/1973,44,1,0,1,1,0,1,0,1,1,4666.18,2016-08,01/08/2016,3913.43,1,Active,1,1,22/06/2017,325,4099.86,1,1,1,,,,,,,,,,,,,,,,0,,
90299,southeast,FL,Placement (3); Active,Dormant Judgment,01/01/1977,42,1,1,1,1,1,0,0,0,1,3277.79,2018-12,01/12/2018,2771.94,1,Active,1,1,11/01/2021,772,3187.79,1,1,0,,,,,,,,,,,,,,,,0,,
90318,midwest,OH,Placement (3); Active,Dormant Judgment,01/01/1991,27,1,1,1,1,0,1,0,0,1,2990.99,2018-05,01/05/2018,2868.99,1,Active,1,1,21/05/2021,1116,2995.99,1,1,0,,,,,,,,,,,,,,,,0,,
90478,southeast,FL,Placement (3); Active,Dormant Judgment,01/01/1968,50,1,1,0,1,0,0,0,0,1,3110.16,2017-11,01/11/2017,2752.16,1,Active,1,1,04/01/2021,1160,3110.16,1,1,0,,,,,,,,,,,,,,,,0,,
90529,west,OR,Placement (3); Active,Dormant Judgment,01/01/1984,35,1,1,0,1,0,0,0,0,1,6517.46,2018-11,01/11/2018,6302.46,1,Active,1,1,25/01/2021,816,6517.46,1,1,0,,,,,,,,,,,,,,,,0,,
90548,southwest,AZ,Placement (3); Active,Dormant Judgment,01/01/1975,43,1,1,0,1,0,0,0,0,1,6281.59,2017-12,01/12/2017,6123.59,1,Active,1,1,19/04/2021,1235,6281.59,1,1,0,,,,,,,,,,,,,,,,0,,
90646,southeast,FL,Placement (3); Active,Dormant Judgment,01/01/1966,53,1,1,1,1,0,1,0,0,1,1378.54,2019-02,01/02/2019,1111.54,1,Active,1,1,18/02/2021,748,1356.04,1,1,0,,,,,,,,,,,,,,,,0,,
90788,southeast,FL,Placement (3); Active,Dormant Judgment,01/01/1965,52,1,1,1,1,1,0,0,0,1,5500.77,2017-06,01/06/2017,5145.77,1,Active,1,1,12/11/2020,1260,5500.77,1,1,0,,,,,,,,,,,,,,,,0,,
90907,midwest,OH,Placement (3); Active,Dormant Judgment,01/01/1983,36,1,1,0,1,0,0,0,0,1,3639.62,2018-09,01/09/2018,3483.62,1,Active,1,1,06/01/2021,858,3639.62,1,1,0,,,,,,,,,,,,,,,,0,,
91050,west,CA,Placement (3); Active,Dormant Judgment,01/01/1986,27,1,1,1,1,0,0,0,0,1,3105.59,2013-01,01/01/2013,2869.59,1,Active,1,1,26/06/2014,541,3105.59,1,1,1,,,,,,,,,,,,,,,,0,,
91094,west,CA,Placement (3); Active,Dormant Judgment,01/01/1961,52,1,1,0,1,0,0,0,0,1,1402.7,2013-04,01/04/2013,1136.7,1,Active,1,1,22/05/2014,416,1402.7,1,1,1,,,,,,,,,,,,,,,,0,,
91166,midwest,OH,Placement (3); Active,Dormant Judgment,01/01/1977,40,1,1,1,1,0,1,0,0,1,3147.2,2016-11,01/11/2016,2956.2,1,Dormant,0,1,15/02/2019,836,3052.2,1,1,1,,,,,,,,,,,,,,,,0,,
91209,southwest,AZ,Placement (3); Active,Dormant Judgment,01/01/1986,30,1,1,0,1,0,0,0,0,1,1435.41,2016-03,01/03/2016,2151.88,1,Active,1,1,29/12/2020,1764,1435.41,1,1,0,,,,,,,,,,,,,,,,0,,
91368,west,CA,Placement (3); Active,Dormant Judgment,01/01/1970,49,1,1,1,1,0,0,1,0,1,13458.2,2019-02,01/02/2019,13031.2,1,Active,1,1,17/02/2021,747,13458.2,1,1,0,,,,,,,,,,,,,,,,0,,
91525,southeast,FL,Placement (3); Active,Dormant Judgment,01/01/1951,62,1,1,0,1,0,0,0,0,1,5174.24,2013-02,01/02/2013,4824.24,1,Active,1,1,24/10/2014,630,5174.24,1,1,1,,,,,,,,,,,,,,,,0,,
91545,southeast,FL,Placement (3); Active,Dormant Judgment,01/01/1963,48,1,1,0,1,0,0,0,0,1,19756.14,2011-03,01/03/2011,19377.14,1,Active,1,1,13/08/2015,1626,19743.14,1,1,1,,,,,,,,,,,,,,,,0,,
91636,southeast,GA,Placement (3); Active,Dormant Judgment,01/01/1962,54,1,1,0,1,0,0,0,0,1,1008.23,2015-07,01/07/2015,923.65,1,Active,1,1,17/12/2018,1265,1008.23,1,1,1,,,,,,,,,,,,,,,,0,,
91772,southwest,AZ,Placement (3); Active,Dormant Judgment,01/01/1981,37,1,1,0,1,0,0,0,0,1,754.18,2018-04,01/04/2018,591.18,1,Active,1,1,13/11/2020,957,754.18,1,1,0,,,,,,,,,,,,,,,,0,,
91919,southeast,FL,Placement (3); Active,Dormant Judgment,01/01/1972,47,1,1,0,1,0,0,0,0,1,1442.62,2018-09,01/09/2018,1248.83,1,Active,1,1,01/12/2020,822,1442.62,1,1,0,,,,,,,,,,,,,,,,0,,
92020,southeast,FL,Placement (3); Active,Dormant Judgment,01/01/1983,31,1,1,0,1,0,0,0,0,1,2142.52,2014-06,01/06/2014,2142.52,1,Active,1,1,29/09/2016,851,2142.52,1,1,1,,,,,,,,,,,,,,,,0,,
92303,southeast,FL,Placement (3); Active,Dormant Judgment,01/01/1966,47,1,1,1,1,0,1,0,0,1,2629.89,2012-11,01/11/2012,2480.89,1,Active,1,1,29/03/2016,1244,2616.89,1,1,1,,,,,,,,,,,,,,,,0,,
92595,west,CA,Placement (3); Active,Dormant Judgment,01/01/1962,56,1,1,0,1,0,0,0,0,1,1690.67,2018-04,01/04/2018,1489.67,1,Active,1,1,30/07/2020,851,1690.67,1,1,0,,,,,,,,,,,,,,,,0,,
92740,northeast,PA,Pending Allocation (1); Recalled | Contractual,Dormant Judgment,01/01/1960,55,1,1,0,0,1,0,0,0,1,1279.11,2014-12,01/12/2014,1279.11,1,Active,1,1,27/11/2015,361,1279.11,1,1,1,,,,,,,,,,,,,,,,0,,
92946,west,CA,Placement (3); Active,Dormant Judgment,01/01/1979,34,1,1,0,1,0,0,0,0,1,1558.96,2013-01,01/01/2013,1267.96,1,Active,1,1,31/10/2014,668,1558.96,1,1,1,,,,,,,,,,,,,,,,0,,
92967,southeast,FL,Placement (3); Active,Dormant Judgment,01/01/1979,34,1,1,0,1,0,0,0,0,1,1138.71,2013-02,01/02/2013,978.71,1,Active,1,1,14/08/2015,924,1156.71,1,1,1,,,,,,,,,,,,,,,,0,,
92970,west,CA,Placement (3); Active,Dormant Judgment,01/01/1968,46,1,1,0,1,0,0,0,0,1,1940.44,2013-09,01/09/2013,1704.44,1,Active,1,1,12/12/2014,467,1940.44,1,1,1,,,,,,,,,,,,,,,,0,,
92986,southwest,TX,Placement (3); Active,Dormant Judgment,01/01/1962,51,1,1,0,0,0,0,0,0,1,1848.92,2013-04,01/04/2013,1848.92,1,Active,1,1,22/09/2015,904,1848.92,1,1,1,,,,,,,,,,,,,,,,0,,
93131,southeast,FL,Placement (3); Active,Dormant Judgment,01/01/1963,56,1,1,0,1,0,0,0,0,1,1290.83,2018-07,01/07/2018,1396.33,1,Active,1,1,17/04/2021,1021,1277.83,1,1,0,,,,,,,,,,,,,,,,0,,
93194,southeast,FL,Placement (3); Active,Dormant Judgment,01/01/1966,54,1,1,0,1,0,0,0,0,1,6026.63,2019-11,01/11/2019,5682.13,1,Active,1,1,12/04/2021,528,6026.63,1,1,0,,,,,,,,,,,,,,,,0,,
93320,southeast,FL,Placement (3); Active,Dormant Judgment,01/01/1957,55,1,1,0,1,0,0,0,0,0,1375.07,2012-06,01/06/2012,1031.07,1,Active,1,1,31/03/2016,1399,1362.07,1,1,1,,,,,,,,,,,,,,,,0,,
93393,southeast,AL,Placement (3); Active,Dormant Judgment,01/01/1949,64,1,1,0,1,0,0,0,0,0,1008.22,2012-11,01/11/2012,830.94,1,Active,1,1,02/01/2014,427,898.94,1,1,1,,,,,,,,,,,,,,,,0,,
93429,southeast,FL,Placement (3); Active,Dormant Judgment,01/01/1972,45,1,1,1,1,1,0,0,0,1,3800.49,2017-06,01/06/2017,3637.49,1,Active,1,1,11/01/2021,1320,3710.49,1,1,0,,,,,,,,,,,,,,,,0,,
93711,southeast,FL,Placement (3); Active,Dormant Judgment,01/01/1979,36,1,1,0,1,0,0,0,0,1,708.78,2014-10,01/10/2014,708.78,1,Dormant,0,1,01/09/2016,701,708.78,1,1,1,,,,,,,,,,,,,,,,0,,
93794,southeast,FL,Placement (3); Active,Dormant Judgment,01/01/1974,43,1,1,0,1,0,0,0,0,1,3235.7,2017-04,01/04/2017,2931.2,1,Active,1,1,05/10/2018,552,3235.7,1,1,1,,,,,,,,,,,,,,,,0,,
93828,southeast,FL,Placement (3); Active,Dormant Judgment,01/01/1975,41,1,1,0,1,0,0,0,0,1,983.58,2016-05,01/05/2016,1016.58,1,Active,1,1,25/01/2021,1730,983.58,1,1,0,,,,,,,,,,,,,,,,0,,
93835,southeast,FL,Placement (3); Active,Dormant Judgment,01/01/1964,54,1,1,0,1,0,0,0,0,1,1991.95,2017-12,01/12/2017,1777.45,1,Active,1,1,30/12/2020,1125,1978.95,1,1,0,,,,,,,,,,,,,,,,0,,
94049,southeast,FL,Placement (3); Active,Dormant Judgment,01/01/1973,37,1,1,0,1,0,0,0,0,1,7361.89,2010-06,01/06/2010,5784.66,1,Active,1,1,12/05/2014,1441,7348.89,1,1,1,,,,,,,,,,,,,,,,0,,
94117,southeast,FL,Placement (3); Active,Dormant Judgment,01/01/1956,58,1,1,0,1,0,0,0,0,1,1254.73,2013-07,01/07/2013,1304.73,1,Active,1,1,31/05/2018,1795,1254.73,1,1,1,,,,,,,,,,,,,,,,0,,
94353,northeast,NJ,Placement (3); Active,Dormant Judgment,01/01/1971,43,1,1,1,1,0,1,0,0,1,2148.4,2013-12,01/12/2013,4511.23,1,Active,1,1,16/06/2015,562,4698.45,1,1,1,1,1,0,1,2444.83,2444.83,19/08/2016,19/08/2016,1,0,,992,992,430,430,1,0,
94449,southeast,FL,Placement (3); Active,Dormant Judgment,01/01/1993,22,1,1,0,1,0,0,0,0,1,1200.7,2014-12,01/12/2014,1200.7,1,Active,1,1,14/03/2016,469,1200.7,1,1,1,,,,,,,,,,,,,,,,0,,
94468,southeast,FL,Placement (3); Active,Dormant Judgment,01/01/1989,26,1,1,1,1,0,1,0,0,1,1610.92,2015-01,01/01/2015,1610.92,1,Active,1,1,20/06/2017,901,1610.92,1,1,1,,,,,,,,,,,,,,,,0,,
94480,southeast,FL,Placement (3); Active,Dormant Judgment,01/01/1964,51,1,1,0,1,0,0,0,0,1,1417.66,2015-01,01/01/2015,1292.39,1,Active,1,1,21/03/2017,810,1585.39,1,1,1,1,1,0,1,320.23,320.23,29/07/2017,29/07/2017,1,0,,940,940,130,130,1,0,
94490,southeast,FL,Placement (3); Active,Dormant Judgment,01/01/1993,23,1,1,0,1,0,0,0,0,1,2994.93,2016-01,01/01/2016,2635.13,1,Active,1,1,13/05/2021,1959,2995.03,1,1,0,,,,,,,,,,,,,,,,0,,
94679,southeast,GA,Placement (3); Active,Dormant Judgment,01/01/1980,36,1,1,1,1,1,0,0,0,1,1452.3,2016-01,01/01/2016,1349.3,1,Active,1,1,19/11/2018,1053,1443.3,1,1,1,,,,,,,,,,,,,,,,0,,
94820,midwest,IL,Placement (3); Active,Dormant Judgment,01/01/1974,40,1,1,0,1,0,0,0,0,0,817.67,2013-11,01/11/2013,892.67,1,Active,1,1,10/11/2014,374,892.67,1,1,1,,,,,,,,,,,,,,,,0,,
95007,midwest,OH,Placement (3); Active,Dormant Judgment,01/01/1981,37,1,1,0,1,0,0,0,0,0,951.98,2017-07,01/07/2017,811.98,1,Active,1,1,19/07/2019,748,886.98,1,1,1,,,,,,,,,,,,,,,,0,,
95325,west,CA,Placement (3); Active,Dormant Judgment,01/01/1993,25,1,1,1,1,1,0,0,0,1,6594.63,2018-06,01/06/2018,6481.72,1,Active,1,1,25/03/2021,1028,6594.63,1,1,0,,,,,,,,,,,,,,,,0,,
95346,southeast,FL,Placement (3); Active,Dormant Judgment,01/01/1972,46,1,1,0,1,0,0,0,0,1,4105.67,2017-10,01/10/2017,3650.67,1,Active,1,1,20/01/2021,1207,4105.67,1,1,0,,,,,,,,,,,,,,,,0,,
95509,southeast,FL,Placement (3); Active,Dormant Judgment,01/01/1977,37,1,1,0,1,0,0,0,0,1,901.49,2014-04,01/04/2014,696.49,1,Active,1,1,12/10/2018,1655,926.49,1,1,1,,,,,,,,,,,,,,,,0,,
95575,west,CA,Placement (3); Active,Dormant Judgment,01/01/1971,41,1,1,1,1,0,1,0,0,1,1777.32,2011-12,01/12/2011,1541.32,1,Active,1,1,11/09/2015,1380,1777.32,1,1,1,,,,,,,,,,,,,,,,0,,
95626,west,CA,Placement (3); Active,Dormant Judgment,01/01/1982,30,1,1,0,1,0,0,0,0,1,14868.49,2011-12,01/12/2011,16318.46,1,Active,1,1,29/12/2014,1124,14868.49,1,1,1,,,,,,,,,,,,,,,,0,,
95666,southeast,FL,Placement (3); Active,Dormant Judgment,01/01/1986,28,1,1,0,1,0,0,0,0,1,1354.85,2013-11,01/11/2013,1279.85,1,Active,1,1,22/06/2016,964,1354.85,1,1,1,,,,,,,,,,,,,,,,0,,
95676,northeast,NY,Placement (3); Active,Dormant Judgment,01/01/1986,27,1,1,0,1,0,0,0,0,1,1878.91,2013-03,01/03/2013,1653.91,1,Active,1,1,06/04/2015,766,1878.91,1,1,1,,,,,,,,,,,,,,,,0,,
95715,west,OR,Placement (3); Active,Dormant Judgment,01/01/1966,53,1,1,0,1,0,0,0,0,1,1248.92,2018-07,01/07/2018,1033.92,1,Active,1,1,06/11/2020,859,1248.92,1,1,0,,,,,,,,,,,,,,,,0,,
95718,midwest,OH,Placement (3); Active,Dormant Judgment,01/01/1975,43,1,1,0,1,0,0,0,0,1,1464.67,2017-12,01/12/2017,1338.67,1,Active,1,1,13/11/2019,712,1464.67,1,1,1,,,,,,,,,,,,,,,,0,,
95733,southeast,GA,Placement (3); Active,Dormant Judgment,01/01/1984,35,1,1,1,1,0,1,0,0,1,1417.85,2018-08,01/08/2018,2364.28,1,Active,1,1,01/03/2021,943,2470.28,1,1,0,18,17,1,16,1052.43,65.776875,02/09/2022,16/02/2023,168,10.4375,,1493,1660,550,717,1,0,
95948,west,OR,Placement (3); Active,Dormant Judgment,01/01/1964,56,1,1,0,1,0,0,0,0,1,1940.89,2019-08,01/08/2019,2013.89,1,Active,1,1,09/02/2021,558,2190.89,1,1,0,25,15,10,5,250,50,18/03/2021,12/05/2022,421,84,18.07422803,595,1015,37,457,1,0,
96048,midwest,IL,Placement (3); Active,Dormant Judgment,01/01/1972,40,1,1,0,1,0,0,0,0,1,3149.82,2011-10,01/10/2011,3136.66,1,Active,1,1,08/02/2016,1591,3290.66,1,1,1,,,,,,,,,,,,,,,,0,,
96188,southwest,AZ,Placement (3); Active,Dormant Judgment,01/01/1983,35,1,1,0,1,0,0,0,0,1,10527.06,2018-01,01/01/2018,11205.01,1,Active,1,1,31/03/2021,1185,9373.28,1,1,0,,,,,,,,,,,,,,,,0,,
96692,southwest,TX,Placement (3); Active,Dormant Judgment,01/01/1947,68,0,1,0,0,0,0,0,0,1,1475.7,2015-01,01/01/2015,1019.16,1,Active,1,1,21/02/2017,782,1143.16,1,1,1,,,,,,,,,,,,,,,,0,,
96733,southeast,FL,Placement (3); Active,Dormant Judgment,01/01/1977,34,1,1,0,1,0,0,0,0,1,4146.97,2011-06,01/06/2011,3443.52,1,Active,1,1,16/07/2015,1506,2811.96,1,1,1,,,,,,,,,,,,,,,,0,,
96755,southeast,AL,Placement (3); Active,Dormant Judgment,01/01/1980,38,1,1,0,1,0,0,0,0,1,2239.89,2018-02,01/02/2018,1647.85,1,Active,1,1,04/06/2020,854,1791.42,1,1,0,,,,,,,,,,,,,,,,0,,
97075,northeast,NY,Placement (3); Active,Dormant Judgment,01/01/1973,36,1,1,1,1,0,0,0,1,0,15338.75,2008-09,01/09/2008,7257.18,1,Active,1,1,30/11/2009,455,7257.18,1,1,1,3,3,0,3,255.04,85.01333333,31/03/2022,11/08/2023,499,166,15.5564178,4959,5457,4504,5002,0,0,
97088,midwest,OH,Pending Allocation (1); Recalled | Contractual,Dormant Judgment,01/01/1969,28,1,1,0,1,0,0,0,1,0,2173.87,1997-06,01/06/1997,,0,Dormant,0,1,01/04/2008,3957,1638.12,1,1,1,2,2,0,2,103.35,51.675,28/08/2009,10/09/2009,14,6.5,,4471,4484,514,527,0,0,
97163,midwest,OH,Placement (3); Active,Dormant Judgment,01/01/1975,27,1,0,1,1,0,0,0,1,0,2756.26,2001-11,01/11/2001,,0,Dormant,0,1,04/03/2009,2680,1991.83,1,1,1,1,1,0,1,146.97,146.97,19/06/2017,19/06/2017,1,0,,5709,5709,3029,3029,0,0,
97203,midwest,MI,Placement (3); Active,Dormant Judgment,01/01/1965,36,1,0,1,1,0,0,0,1,1,5022.74,2001-05,01/05/2001,,0,Active,1,1,13/10/2006,1991,4164.9,1,1,1,3,3,0,3,1914.49,638.1633333,30/06/2016,18/04/2020,1389,462.6667,41.95200297,5539,6927,3548,4936,0,0,
97545,northeast,NY,Placement (3); Active,Dormant Judgment,01/01/1966,44,1,0,1,1,0,0,0,1,1,13602.69,2009-07,01/07/2009,,0,Active,1,1,07/11/2011,859,6876.18,1,1,1,,,,,,,,,,,,,,,,0,,
97608,northeast,NY,Placement (3); Active,Dormant Judgment,01/01/1984,22,1,1,1,1,0,1,0,1,0,1684.31,2006-05,01/05/2006,,0,Active,1,1,01/05/2008,731,1693.52,1,1,1,11,11,0,11,2164.89,196.8081818,08/09/2015,15/02/2024,3083,280.1818,21.37293446,3417,6499,2686,5768,0,0,
97807,northeast,NY,Placement (3); Active,Dormant Judgment,01/01/1971,37,1,1,0,1,0,0,0,0,0,10147.87,2008-03,01/03/2008,,0,Active,1,1,02/05/2011,1157,5019.31,1,1,1,,,,,,,,,,,,,,,,0,,
97897,northeast,NY,Placement (3); Active,Dormant Judgment,01/01/1968,36,1,1,0,1,0,0,0,0,0,37573.33,2004-03,01/03/2004,,0,Active,1,1,07/06/2005,463,14689.55,1,1,1,,,,,,,,,,,,,,,,0,,
97926,northeast,NY,Placement (3); Active,Dormant Judgment,01/01/1956,50,1,1,0,1,0,0,0,0,0,6437.03,2005-07,01/07/2005,,0,Active,1,1,08/09/2006,434,2640.16,1,1,1,,,,,,,,,,,,,,,,0,,
98202,northeast,NY,Placement (3); Active,Dormant Judgment,01/01/1962,40,1,1,0,1,0,0,0,0,1,20272.79,2002-03,01/03/2002,,0,Active,1,1,17/05/2006,1538,8208.93,1,1,1,,,,,,,,,,,,,,,,0,,
